|year|player|year_on_ballot|year_on_ballot_int|votes|votes_pct|votes_pct_num
2440|1979|Luis Aparicio|1st|1|120|27.8%|27.8
2441|1979|Mickey Vernon|14th|14|88|20.4%|20.4
2442|1979|Al Dark|14th|14|80|18.5%|18.5
2443|1979|Harvey Kuenn|3rd|3|63|14.6%|14.6
2444|1979|Ted Kluszewski|13th|13|58|13.4%|13.4
2445|1979|Don Larsen|6th|6|53|12.3%|12.3
2446|1979|Lew Burdette|7th|7|53|12.3%|12.3
2447|1979|Don Newcombe|14th|14|52|12.0%|12.0
2448|1979|Bill Mazeroski|2nd|2|36|8.3%|8.3
2449|1979|Roy Face|4th|4|35|8.1%|8.1
2450|1979|Elston Howard|6th|6|30|6.9%|6.9
2451|1979|Ken Boyer|5th|5|20|4.6%|4.6
2452|1979|Curt Flood|3rd|3|14|3.2%|3.2
2453|1979|Bobby Thomson|14th|14|11|2.5%|2.5
2454|1979|Del Crandall|4th|4|9|2.1%|2.1
2455|1979|Vern Law|7th|7|9|2.1%|2.1
2456|1979|Harvey Haddix|9th|9|8|1.9%|1.9
2457|1979|Ron Perranoski|1st|1|6|1.4%|1.4
2458|1979|Frank Howard|1st|1|6|1.4%|1.4
2459|1979|Milt Pappas|1st|1|5|1.2%|1.2
2460|1979|Clete Boyer|2nd|2|3|0.7%|0.7
2461|1979|Denny McLain|2nd|2|3|0.7%|0.7
2462|1979|Jim Maloney|2nd|2|2|0.5%|0.5
2463|1979|Chris Short|1st|1|1|0.2%|0.2
2464|1979|Hal Lanier|1st|1|1|0.2%|0.2
2465|1979|Johnny Callison|1st|1|1|0.2%|0.2
2466|1979|Bernie Allen|1st|1|0|0.0%|0.0
2467|1979|Jose Pagan|1st|1|0|0.0%|0.0
2468|1979|Gene Alley|1st|1|0|0.0%|0.0
2469|1979|Jim Beauchamp|1st|1|0|0.0%|0.0
2470|1979|Jeff Torborg|1st|1|0|0.0%|0.0
2471|1979|Bobby Bolin|1st|1|0|0.0%|0.0
2472|1979|Jimmy Stewart|1st|1|0|0.0%|0.0
2473|1979|John Stephenson|1st|1|0|0.0%|0.0
2474|1979|Larry Stahl|1st|1|0|0.0%|0.0
2475|1979|Ray Culp|1st|1|0|0.0%|0.0
2476|1979|Eddie Fisher|1st|1|0|0.0%|0.0
2477|1979|Fred Gladding|1st|1|0|0.0%|0.0
2478|1979|Rich Reese|1st|1|0|0.0%|0.0
2479|1979|Tommie Agee|1st|1|0|0.0%|0.0
2480|1979|Joe Pepitone|1st|1|0|0.0%|0.0
2481|1979|Jerry May|1st|1|0|0.0%|0.0
2482|1980|Al Kaline|1st|1|340|88.3%|88.3
2483|1980|Duke Snider|11th|11|333|86.5%|86.5
2484|1980|Don Drysdale|6th|6|238|61.8%|61.8
2485|1980|Gil Hodges|12th|12|230|59.7%|59.7
2486|1980|Hoyt Wilhelm|3rd|3|209|54.3%|54.3
2487|1980|Jim Bunning|4th|4|177|46.0%|46.0
2488|1980|Red Schoendienst|12th|12|164|42.6%|42.6
2489|1980|Nellie Fox|10th|10|161|41.8%|41.8
2490|1980|Maury Wills|3rd|3|146|37.9%|37.9
2491|1980|Richie Ashburn|13th|13|134|34.8%|34.8
2492|1980|Luis Aparicio|2nd|2|124|32.2%|32.2
2493|1980|Roger Maris|7th|7|111|28.8%|28.8
2494|1980|Mickey Vernon|15th|15|96|24.9%|24.9
2495|1980|Harvey Kuenn|4th|4|83|21.6%|21.6
2496|1980|Lew Burdette|8th|8|66|17.1%|17.1
2497|1980|Don Newcombe|15th|15|59|15.3%|15.3
2498|1980|Ted Kluszewski|14th|14|50|13.0%|13.0
2499|1980|Orlando Cepeda|1st|1|48|12.5%|12.5
2500|1980|Al Dark|15th|15|43|11.2%|11.2
2501|1980|Bill Mazeroski|3rd|3|33|8.6%|8.6
2502|1980|Don Larsen|7th|7|31|8.1%|8.1
2503|1980|Elston Howard|7th|7|29|7.5%|7.5
2504|1980|Roy Face|5th|5|21|5.5%|5.5
2505|1980|Ron Santo|1st|1|15|3.9%|3.9
2506|1980|Norm Cash|1st|1|6|1.6%|1.6
2507|1980|Matty Alou|1st|1|5|1.3%|1.3
2508|1980|Mel Stottlemyre|1st|1|3|0.8%|0.8
2509|1980|Felipe Alou|1st|1|3|0.8%|0.8
2510|1980|Steve Blass|1st|1|2|0.5%|0.5
2511|1980|Sonny Jackson|1st|1|1|0.3%|0.3
2512|1980|Jim Hickman|1st|1|1|0.3%|0.3
2513|1980|Don McMahon|1st|1|1|0.3%|0.3
2514|1980|Dick Selma|1st|1|0|0.0%|0.0
2515|1980|Rick Reichardt|1st|1|0|0.0%|0.0
2516|1980|Pete Richert|1st|1|0|0.0%|0.0
2517|1980|Mike Ryan|1st|1|0|0.0%|0.0
2518|1980|Chris Cannizzaro|1st|1|0|0.0%|0.0
2519|1980|Paul Schaal|1st|1|0|0.0%|0.0
2520|1980|Larry Brown|1st|1|0|0.0%|0.0
2521|1980|Paul Casanova|1st|1|0|0.0%|0.0
2522|1980|Duke Sims|1st|1|0|0.0%|0.0
2523|1980|John Boccabella|1st|1|0|0.0%|0.0
2524|1980|Bob Veale|1st|1|0|0.0%|0.0
2525|1980|Bob Barton|1st|1|0|0.0%|0.0
2526|1980|Steve Barber|1st|1|0|0.0%|0.0
2527|1980|Jack Aker|1st|1|0|0.0%|0.0
2528|1980|Jim Ray|1st|1|0|0.0%|0.0
2529|1980|Juan Pizarro|1st|1|0|0.0%|0.0
2530|1980|Ivan Murrell|1st|1|0|0.0%|0.0
2531|1980|Norm Miller|1st|1|0|0.0%|0.0
2532|1980|Bob Miller|1st|1|0|0.0%|0.0
2533|1980|Denis Menke|1st|1|0|0.0%|0.0
2534|1980|Horace Clarke|1st|1|0|0.0%|0.0
2535|1980|Johnny Edwards|1st|1|0|0.0%|0.0
2536|1980|Frank Linzy|1st|1|0|0.0%|0.0
2537|1980|Phil Gagliano|1st|1|0|0.0%|0.0
2538|1980|Jim Gosger|1st|1|0|0.0%|0.0
2539|1980|Lew Krausse|1st|1|0|0.0%|0.0
2540|1980|Andy Kosco|1st|1|0|0.0%|0.0
2541|1980|John Kennedy|1st|1|0|0.0%|0.0
2542|1980|Ron Hunt|1st|1|0|0.0%|0.0
2543|1981|Bob Gibson|1st|1|337|84.0%|84.0
2544|1981|Don Drysdale|7th|7|243|60.6%|60.6
2545|1981|Gil Hodges|13th|13|241|60.1%|60.1
2546|1981|Harmon Killebrew|1st|1|239|59.6%|59.6
2547|1981|Hoyt Wilhelm|4th|4|238|59.4%|59.4
2548|1981|Juan Marichal|1st|1|233|58.1%|58.1
2549|1981|Nellie Fox|11th|11|168|41.9%|41.9
2550|1981|Red Schoendienst|13th|13|166|41.4%|41.4
2551|1981|Jim Bunning|5th|5|164|40.9%|40.9
2552|1981|Maury Wills|4th|4|163|40.6%|40.6
2553|1981|Luis Aparicio|3rd|3|148|36.9%|36.9
2554|1981|Richie Ashburn|14th|14|142|35.4%|35.4
2555|1981|Roger Maris|8th|8|94|23.4%|23.4
2556|1981|Harvey Kuenn|5th|5|93|23.2%|23.2
2557|1981|Elston Howard|8th|8|83|20.7%|20.7
2558|1981|Orlando Cepeda|2nd|2|77|19.2%|19.2
2559|1981|Thurman Munson|1st|1|62|15.5%|15.5
2560|1981|Ted Kluszewski|15th|15|56|14.0%|14.0
2561|1981|Lew Burdette|9th|9|48|12.0%|12.0
2562|1981|Bill Mazeroski|4th|4|38|9.5%|9.5
2563|1981|Don Larsen|8th|8|33|8.2%|8.2
2564|1981|Roy Face|6th|6|23|5.7%|5.7
2565|1981|Vada Pinson|1st|1|18|4.5%|4.5
2566|1981|Jim Perry|1st|1|6|1.5%|1.5
2567|1981|Dave McNally|1st|1|5|1.2%|1.2
2568|1981|Claude Osteen|1st|1|2|0.5%|0.5
2569|1981|Glenn Beckert|1st|1|1|0.2%|0.2
2570|1981|Sonny Siebert|1st|1|1|0.2%|0.2
2571|1981|Jim Northrup|1st|1|1|0.2%|0.2
2572|1981|Lindy McDaniel|1st|1|1|0.2%|0.2
2573|1981|Leo Cardenas|1st|1|1|0.2%|0.2
2574|1981|Gates Brown|1st|1|1|0.2%|0.2
2575|1981|Sam McDowell|1st|1|0|0.0%|0.0
2576|1981|Bill Hands|1st|1|0|0.0%|0.0
2577|1981|Dick McAuliffe|1st|1|0|0.0%|0.0
2578|1981|Dal Maxvill|1st|1|0|0.0%|0.0
2579|1981|John Briggs|1st|1|0|0.0%|0.0
2580|1981|Ken Berry|1st|1|0|0.0%|0.0
2581|1981|Bob Locker|1st|1|0|0.0%|0.0
2582|1982|Henry Aaron|1st|1|406|97.8%|97.8
2583|1982|Frank Robinson|1st|1|370|89.2%|89.2
2584|1982|Juan Marichal|2nd|2|305|73.5%|73.5
2585|1982|Harmon Killebrew|2nd|2|246|59.3%|59.3
2586|1982|Hoyt Wilhelm|5th|5|236|56.9%|56.9
2587|1982|Don Drysdale|8th|8|233|56.1%|56.1
2588|1982|Gil Hodges|14th|14|205|49.4%|49.4
2589|1982|Luis Aparicio|4th|4|174|41.9%|41.9
2590|1982|Jim Bunning|6th|6|138|33.3%|33.3
2591|1982|Red Schoendienst|14th|14|135|32.5%|32.5
2592|1982|Nellie Fox|12th|12|127|30.6%|30.6
2593|1982|Richie Ashburn|15th|15|126|30.4%|30.4
2594|1982|Billy Williams|1st|1|97|23.4%|23.4
2595|1982|Maury Wills|5th|5|91|21.9%|21.9
2596|1982|Roger Maris|9th|9|69|16.6%|16.6
2597|1982|Tony Oliva|1st|1|63|15.2%|15.2
2598|1982|Harvey Kuenn|6th|6|62|14.9%|14.9
2599|1982|Lew Burdette|10th|10|43|10.4%|10.4
2600|1982|Orlando Cepeda|3rd|3|42|10.1%|10.1
2601|1982|Elston Howard|9th|9|40|9.6%|9.6
2602|1982|Don Larsen|9th|9|32|7.7%|7.7
2603|1982|Bill Mazeroski|5th|5|28|6.7%|6.7
2604|1982|Thurman Munson|2nd|2|26|6.3%|6.3
2605|1982|Roy Face|7th|7|22|5.3%|5.3
2606|1982|Vada Pinson|2nd|2|6|1.4%|1.4
2607|1982|Tommy Davis|1st|1|5|1.2%|1.2
2608|1982|Dave McNally|2nd|2|5|1.2%|1.2
2609|1982|Rico Petrocelli|1st|1|3|0.7%|0.7
2610|1982|Lindy McDaniel|2nd|2|3|0.7%|0.7
2611|1982|Jim Brewer|1st|1|2|0.5%|0.5
2612|1982|Bill Freehan|1st|1|2|0.5%|0.5
2613|1982|Claude Osteen|2nd|2|1|0.2%|0.2
2614|1982|Leo Cardenas|2nd|2|1|0.2%|0.2
2615|1982|Jim Northrup|2nd|2|0|0.0%|0.0
2616|1982|Cleon Jones|1st|1|0|0.0%|0.0
2617|1982|Deron Johnson|1st|1|0|0.0%|0.0
2618|1982|Alex Johnson|1st|1|0|0.0%|0.0
2619|1982|Sonny Siebert|2nd|2|0|0.0%|0.0
2620|1982|Tony Taylor|1st|1|0|0.0%|0.0
2621|1982|Cesar Tovar|1st|1|0|0.0%|0.0
2622|1982|Gates Brown|2nd|2|0|0.0%|0.0
2623|1982|Tommy Harper|1st|1|0|0.0%|0.0
2624|1983|Brooks Robinson|1st|1|344|92.0%|92.0
2625|1983|Juan Marichal|3rd|3|313|83.7%|83.7
2626|1983|Harmon Killebrew|3rd|3|269|71.9%|71.9
2627|1983|Luis Aparicio|5th|5|252|67.4%|67.4
2628|1983|Hoyt Wilhelm|6th|6|243|65.0%|65.0
2629|1983|Don Drysdale|9th|9|242|64.7%|64.7
2630|1983|Gil Hodges|15th|15|237|63.4%|63.4
2631|1983|Nellie Fox|13th|13|173|46.3%|46.3
2632|1983|Billy Williams|2nd|2|153|40.9%|40.9
2633|1983|Red Schoendienst|15th|15|146|39.0%|39.0
2634|1983|Jim Bunning|7th|7|138|36.9%|36.9
2635|1983|Maury Wills|6th|6|77|20.6%|20.6
2636|1983|Harvey Kuenn|7th|7|77|20.6%|20.6
2637|1983|Tony Oliva|2nd|2|75|20.1%|20.1
2638|1983|Roger Maris|10th|10|69|18.4%|18.4
2639|1983|Orlando Cepeda|4th|4|59|15.8%|15.8
2640|1983|Bill Mazeroski|6th|6|48|12.8%|12.8
2641|1983|Lew Burdette|11th|11|43|11.5%|11.5
2642|1983|Elston Howard|10th|10|32|8.6%|8.6
2643|1983|Roy Face|8th|8|32|8.6%|8.6
2644|1983|Don Larsen|10th|10|22|5.9%|5.9
2645|1983|Joe Torre|1st|1|20|5.3%|5.3
2646|1983|Thurman Munson|3rd|3|18|4.8%|4.8
2647|1983|Dick Allen|1st|1|14|3.7%|3.7
2648|1983|Vada Pinson|3rd|3|12|3.2%|3.2
2649|1983|Jim Perry|2nd|2|7|1.9%|1.9
2650|1983|Boog Powell|1st|1|5|1.3%|1.3
2651|1983|Ray Sadecki|1st|1|2|0.5%|0.5
2652|1983|Felix Millan|1st|1|1|0.3%|0.3
2653|1983|Tommy Helms|1st|1|1|0.3%|0.3
2654|1983|Dave Giusti|1st|1|1|0.3%|0.3
2655|1983|Diego Segui|1st|1|0|0.0%|0.0
2656|1983|Bill Singer|1st|1|0|0.0%|0.0
2657|1983|Cookie Rojas|1st|1|0|0.0%|0.0
2658|1983|Jim Wynn|1st|1|0|0.0%|0.0
2659|1983|Doug Rader|1st|1|0|0.0%|0.0
2660|1983|Gary Nolan|1st|1|0|0.0%|0.0
2661|1983|Bill Melton|1st|1|0|0.0%|0.0
2662|1983|Ken McMullen|1st|1|0|0.0%|0.0
2663|1983|Carlos May|1st|1|0|0.0%|0.0
2664|1983|Randy Hundley|1st|1|0|0.0%|0.0
2665|1983|Joe Hoerner|1st|1|0|0.0%|0.0
2666|1983|Al Downing|1st|1|0|0.0%|0.0
2667|1983|Pat Dobson|1st|1|0|0.0%|0.0
2668|1983|Larry Dierker|1st|1|0|0.0%|0.0
2669|1983|Mike Cuellar|1st|1|0|0.0%|0.0
2670|1984|Luis Aparicio|6th|6|341|84.6%|84.6
2671|1984|Harmon Killebrew|4th|4|335|83.1%|83.1
2672|1984|Don Drysdale|10th|10|316|78.4%|78.4
2673|1984|Hoyt Wilhelm|7th|7|290|72.0%|72.0
2674|1984|Nellie Fox|14th|14|246|61.0%|61.0
2675|1984|Billy Williams|3rd|3|202|50.1%|50.1
2676|1984|Jim Bunning|8th|8|201|49.9%|49.9
2677|1984|Orlando Cepeda|5th|5|124|30.8%|30.8
2678|1984|Tony Oliva|3rd|3|124|30.8%|30.8
2679|1984|Roger Maris|11th|11|107|26.6%|26.6
2680|1984|Harvey Kuenn|8th|8|106|26.3%|26.3
2681|1984|Maury Wills|7th|7|104|25.8%|25.8
2682|1984|Lew Burdette|12th|12|97|24.1%|24.1
2683|1984|Bill Mazeroski|7th|7|74|18.4%|18.4
2684|1984|Roy Face|9th|9|65|16.1%|16.1
2685|1984|Joe Torre|2nd|2|45|11.2%|11.2
2686|1984|Elston Howard|11th|11|45|11.2%|11.2
2687|1984|Thurman Munson|4th|4|29|7.2%|7.2
2688|1984|Don Larsen|11th|11|25|6.2%|6.2
2689|1984|Wilbur Wood|1st|1|14|3.5%|3.5
2690|1984|Jim Fregosi|1st|1|4|1.0%|1.0
2691|1984|Davey Johnson|1st|1|3|0.7%|0.7
2692|1984|Jim Bouton|1st|1|3|0.7%|0.7
2693|1984|Mickey Stanley|1st|1|2|0.5%|0.5
2694|1984|Clay Carroll|1st|1|1|0.2%|0.2
2695|1984|Nelson Briles|1st|1|1|0.2%|0.2
2696|1984|Bob Bailey|1st|1|1|0.2%|0.2
2697|1984|Ron Fairly|1st|1|0|0.0%|0.0
2698|1984|Jim Colborn|1st|1|0|0.0%|0.0
2699|1985|Hoyt Wilhelm|8th|8|331|83.8%|83.8
2700|1985|Lou Brock|1st|1|315|79.7%|79.7
2701|1985|Nellie Fox|15th|15|295|74.7%|74.7
2702|1985|Billy Williams|4th|4|252|63.8%|63.8
2703|1985|Jim Bunning|9th|9|214|54.2%|54.2
2704|1985|Catfish Hunter|1st|1|212|53.7%|53.7
2705|1985|Roger Maris|12th|12|128|32.4%|32.4
2706|1985|Harvey Kuenn|9th|9|125|31.6%|31.6
2707|1985|Orlando Cepeda|6th|6|114|28.9%|28.9
2708|1985|Tony Oliva|4th|4|114|28.9%|28.9
2709|1985|Maury Wills|8th|8|93|23.5%|23.5
2710|1985|Bill Mazeroski|8th|8|87|22.0%|22.0
2711|1985|Lew Burdette|13th|13|82|20.8%|20.8
2712|1985|Mickey Lolich|1st|1|78|19.7%|19.7
2713|1985|Ken Boyer|6th|6|68|17.2%|17.2
2714|1985|Roy Face|10th|10|62|15.7%|15.7
2715|1985|Elston Howard|12th|12|54|13.7%|13.7
2716|1985|Ron Santo|2nd|2|53|13.4%|13.4
2717|1985|Joe Torre|3rd|3|44|11.1%|11.1
2718|1985|Thurman Munson|5th|5|32|8.1%|8.1
2719|1985|Don Larsen|12th|12|32|8.1%|8.1
2720|1985|Curt Flood|4th|4|28|7.1%|7.1
2721|1985|Dick Allen|2nd|2|28|7.1%|7.1
2722|1985|Vada Pinson|4th|4|19|4.8%|4.8
2723|1985|Wilbur Wood|2nd|2|16|4.1%|4.1
2724|1985|Harvey Haddix|10th|10|15|3.8%|3.8
2725|1985|Dave McNally|3rd|3|7|1.8%|1.8
2726|1985|Ken Holtzman|1st|1|4|1.0%|1.0
2727|1985|Jim Lonborg|1st|1|3|0.8%|0.8
2728|1985|Andy Messersmith|1st|1|3|0.8%|0.8
2729|1985|Ron Fairly|2nd|2|3|0.8%|0.8
2730|1985|Denny McLain|3rd|3|2|0.5%|0.5
2731|1985|Don Kessinger|1st|1|2|0.5%|0.5
2732|1985|Dock Ellis|1st|1|1|0.3%|0.3
2733|1985|Rico Carty|1st|1|1|0.3%|0.3
2734|1985|Jesus Alou|1st|1|1|0.3%|0.3
2735|1985|Ed Kranepool|1st|1|0|0.0%|0.0
2736|1985|George Scott|1st|1|0|0.0%|0.0
2737|1985|Bobby Tolan|1st|1|0|0.0%|0.0
2738|1985|Roy White|1st|1|0|0.0%|0.0
2739|1985|Clay Carroll|2nd|2|0|0.0%|0.0
2740|1986|Willie McCovey|1st|1|346|81.4%|81.4
2741|1986|Billy Williams|5th|5|315|74.1%|74.1
2742|1986|Catfish Hunter|2nd|2|289|68.0%|68.0
2743|1986|Jim Bunning|10th|10|279|65.6%|65.6
2744|1986|Roger Maris|13th|13|177|41.6%|41.6
2745|1986|Tony Oliva|5th|5|154|36.2%|36.2
2746|1986|Orlando Cepeda|7th|7|152|35.8%|35.8
2747|1986|Harvey Kuenn|10th|10|144|33.9%|33.9
2748|1986|Maury Wills|9th|9|124|29.2%|29.2
2749|1986|Bill Mazeroski|9th|9|100|23.5%|23.5
2750|1986|Lew Burdette|14th|14|96|22.6%|22.6
2751|1986|Ken Boyer|7th|7|95|22.4%|22.4
2752|1986|Minnie Minoso|2nd|2|89|20.9%|20.9
2753|1986|Mickey Lolich|2nd|2|86|20.2%|20.2
2754|1986|Roy Face|11th|11|74|17.4%|17.4
2755|1986|Ron Santo|3rd|3|64|15.1%|15.1
2756|1986|Joe Torre|4th|4|60|14.1%|14.1
2757|1986|Elston Howard|13th|13|51|12.0%|12.0
2758|1986|Curt Flood|5th|5|45|10.6%|10.6
2759|1986|Vada Pinson|5th|5|43|10.1%|10.1
2760|1986|Dick Allen|3rd|3|41|9.6%|9.6
2761|1986|Thurman Munson|6th|6|35|8.2%|8.2
2762|1986|Don Larsen|13th|13|33|7.8%|7.8
2763|1986|Wilbur Wood|3rd|3|23|5.4%|5.4
2764|1986|Tim McCarver|1st|1|16|3.8%|3.8
2765|1986|Dave McNally|4th|4|12|2.8%|2.8
2766|1986|John Hiller|1st|1|11|2.6%|2.6
2767|1986|Paul Blair|1st|1|8|1.9%|1.9
2768|1986|J.R. Richard|1st|1|7|1.6%|1.6
2769|1986|Ken Holtzman|2nd|2|5|1.2%|1.2
2770|1986|Willie Horton|1st|1|4|0.9%|0.9
2771|1986|Jim Lonborg|2nd|2|3|0.7%|0.7
2772|1986|Andy Messersmith|2nd|2|3|0.7%|0.7
2773|1986|Manny Sanguillen|1st|1|2|0.5%|0.5
2774|1986|Dave Cash|1st|1|2|0.5%|0.5
2775|1986|Jack Billingham|1st|1|1|0.2%|0.2
2776|1986|Jose Cardenal|1st|1|1|0.2%|0.2
2777|1986|George Scott|2nd|2|1|0.2%|0.2
2778|1986|Bud Harrelson|1st|1|1|0.2%|0.2
2779|1986|Vic Davalillo|1st|1|0|0.0%|0.0
2780|1986|Darold Knowles|1st|1|0|0.0%|0.0
2781|1987|Billy Williams|6th|6|354|85.7%|85.7
2782|1987|Catfish Hunter|3rd|3|315|76.3%|76.3
2783|1987|Jim Bunning|11th|11|289|70.0%|70.0
2784|1987|Orlando Cepeda|8th|8|179|43.3%|43.3
2785|1987|Roger Maris|14th|14|176|42.6%|42.6
2786|1987|Tony Oliva|6th|6|160|38.7%|38.7
2787|1987|Harvey Kuenn|11th|11|144|34.9%|34.9
2788|1987|Bill Mazeroski|10th|10|125|30.3%|30.3
2789|1987|Maury Wills|10th|10|113|27.4%|27.4
2790|1987|Ken Boyer|8th|8|96|23.2%|23.2
2791|1987|Lew Burdette|15th|15|96|23.2%|23.2
2792|1987|Mickey Lolich|3rd|3|84|20.3%|20.3
2793|1987|Minnie Minoso|3rd|3|82|19.9%|19.9
2794|1987|Ron Santo|4th|4|78|18.9%|18.9
2795|1987|Roy Face|12th|12|78|18.9%|18.9
2796|1987|Dick Allen|4th|4|55|13.3%|13.3
2797|1987|Curt Flood|6th|6|50|12.1%|12.1
2798|1987|Vada Pinson|6th|6|48|11.6%|11.6
2799|1987|Joe Torre|5th|5|47|11.4%|11.4
2800|1987|Elston Howard|14th|14|44|10.7%|10.7
2801|1987|Don Larsen|14th|14|30|7.3%|7.3
2802|1987|Thurman Munson|7th|7|28|6.8%|6.8
2803|1987|Wilbur Wood|4th|4|26|6.3%|6.3
2804|1987|Bobby Bonds|1st|1|24|5.8%|5.8
2805|1987|Mike Marshall|1st|1|6|1.5%|1.5
2806|1987|Sal Bando|1st|1|3|0.7%|0.7
2807|1987|Steve Stone|1st|1|0|0.0%|0.0
2808|1987|Jerry Grote|1st|1|0|0.0%|0.0
2809|1988|Willie Stargell|1st|1|352|82.4%|82.4
2810|1988|Jim Bunning|12th|12|317|74.2%|74.2
2811|1988|Tony Oliva|7th|7|202|47.3%|47.3
2812|1988|Orlando Cepeda|9th|9|199|46.6%|46.6
2813|1988|Roger Maris|15th|15|184|43.1%|43.1
2814|1988|Harvey Kuenn|12th|12|168|39.3%|39.3
2815|1988|Bill Mazeroski|11th|11|143|33.5%|33.5
2816|1988|Luis Tiant|1st|1|132|30.9%|30.9
2817|1988|Maury Wills|11th|11|127|29.7%|29.7
2818|1988|Mickey Lolich|4th|4|109|25.5%|25.5
2819|1988|Ken Boyer|9th|9|109|25.5%|25.5
2820|1988|Ron Santo|5th|5|108|25.3%|25.3
2821|1988|Minnie Minoso|4th|4|90|21.1%|21.1
2822|1988|Roy Face|13th|13|79|18.5%|18.5
2823|1988|Vada Pinson|7th|7|67|15.7%|15.7
2824|1988|Joe Torre|6th|6|60|14.1%|14.1
2825|1988|Sparky Lyle|1st|1|56|13.1%|13.1
2826|1988|Elston Howard|15th|15|53|12.4%|12.4
2827|1988|Dick Allen|5th|5|52|12.2%|12.2
2828|1988|Curt Flood|7th|7|48|11.2%|11.2
2829|1988|Thurman Munson|8th|8|32|7.5%|7.5
2830|1988|Don Larsen|15th|15|31|7.3%|7.3
2831|1988|Wilbur Wood|5th|5|30|7.0%|7.0
2832|1988|Bobby Bonds|2nd|2|27|6.3%|6.3
2833|1988|Manny Mota|1st|1|18|4.2%|4.2
2834|1988|Mark Belanger|1st|1|16|3.7%|3.7
2835|1988|Reggie Smith|1st|1|3|0.7%|0.7
2836|1988|Lee May|1st|1|3|0.7%|0.7
2837|1988|Bill Lee|1st|1|3|0.7%|0.7
2838|1988|Al Hrabosky|1st|1|1|0.2%|0.2
2839|1988|Willie Montanez|1st|1|0|0.0%|0.0
2840|1988|John Milner|1st|1|0|0.0%|0.0
2841|1988|Doc Medich|1st|1|0|0.0%|0.0
2842|1988|Lynn McGlothen|1st|1|0|0.0%|0.0
2843|1988|John Mayberry|1st|1|0|0.0%|0.0
2844|1988|Joe Rudi|1st|1|0|0.0%|0.0
2845|1988|Randy Jones|1st|1|0|0.0%|0.0
2846|1988|Jim Spencer|1st|1|0|0.0%|0.0
2847|1988|Grant Jackson|1st|1|0|0.0%|0.0
2848|1988|Larry Hisle|1st|1|0|0.0%|0.0
2849|1988|Del Unser|1st|1|0|0.0%|0.0
2850|1988|Ross Grimsley|1st|1|0|0.0%|0.0
2851|1988|Rick Wise|1st|1|0|0.0%|0.0
2852|1988|Stan Bahnsen|1st|1|0|0.0%|0.0
2853|1989|Johnny Bench|1st|1|431|96.4%|96.4
2854|1989|Carl Yastrzemski|1st|1|423|94.6%|94.6
2855|1989|Gaylord Perry|1st|1|304|68.0%|68.0
2856|1989|Jim Bunning|13th|13|283|63.3%|63.3
2857|1989|Fergie Jenkins|1st|1|234|52.3%|52.3
2858|1989|Orlando Cepeda|10th|10|176|39.4%|39.4
2859|1989|Tony Oliva|8th|8|135|30.2%|30.2
2860|1989|Bill Mazeroski|12th|12|134|30.0%|30.0
2861|1989|Harvey Kuenn|13th|13|115|25.7%|25.7
2862|1989|Maury Wills|12th|12|95|21.3%|21.3
2863|1989|Jim Kaat|1st|1|87|19.5%|19.5
2864|1989|Ron Santo|6th|6|75|16.8%|16.8
2865|1989|Ken Boyer|10th|10|62|13.9%|13.9
2866|1989|Minnie Minoso|5th|5|59|13.2%|13.2
2867|1989|Luis Tiant|2nd|2|47|10.5%|10.5
2868|1989|Roy Face|14th|14|47|10.5%|10.5
2869|1989|Mickey Lolich|5th|5|47|10.5%|10.5
2870|1989|Joe Torre|7th|7|40|8.9%|8.9
2871|1989|Dick Allen|6th|6|35|7.8%|7.8
2872|1989|Vada Pinson|8th|8|33|7.4%|7.4
2873|1989|Thurman Munson|9th|9|31|6.9%|6.9
2874|1989|Bobby Bonds|3rd|3|29|6.5%|6.5
2875|1989|Curt Flood|8th|8|27|6.0%|6.0
2876|1989|Sparky Lyle|2nd|2|25|5.6%|5.6
2877|1989|Wilbur Wood|6th|6|14|3.1%|3.1
2878|1989|Bert Campaneris|1st|1|14|3.1%|3.1
2879|1989|Manny Mota|2nd|2|9|2.0%|2.0
2880|1989|Bobby Murcer|1st|1|3|0.7%|0.7
2881|1989|Gene Tenace|1st|1|1|0.2%|0.2
2882|1989|Don Money|1st|1|1|0.2%|0.2
2883|1989|Richie Zisk|1st|1|0|0.0%|0.0
2884|1989|Jon Matlack|1st|1|0|0.0%|0.0
2885|1989|Bill Robinson|1st|1|0|0.0%|0.0
2886|1989|Bake McBride|1st|1|0|0.0%|0.0
2887|1989|Rudy May|1st|1|0|0.0%|0.0
2888|1989|Dave Goltz|1st|1|0|0.0%|0.0
2889|1989|Cesar Geronimo|1st|1|0|0.0%|0.0
2890|1989|Woodie Fryman|1st|1|0|0.0%|0.0
2891|1989|Joe Ferguson|1st|1|0|0.0%|0.0
2892|1989|Terry Crowley|1st|1|0|0.0%|0.0
2893|1989|Jim Barr|1st|1|0|0.0%|0.0
2894|1990|Jim Palmer|1st|1|411|92.6%|92.6
2895|1990|Joe Morgan|1st|1|363|81.8%|81.8
2896|1990|Gaylord Perry|2nd|2|320|72.1%|72.1
2897|1990|Fergie Jenkins|2nd|2|296|66.7%|66.7
2898|1990|Jim Bunning|14th|14|257|57.9%|57.9
2899|1990|Orlando Cepeda|11th|11|211|47.5%|47.5
2900|1990|Tony Oliva|9th|9|142|32.0%|32.0
2901|1990|Bill Mazeroski|13th|13|131|29.5%|29.5
