|Unnamed: 0|year|player|year_on_ballot|votes|votes_pct|hof_monitor|hof_standard|experience|WAR_career|WAR_peak7|JAWS|JAWS_pos|G|AB|R|H|HR|RBI|SB|BB|batting_avg|onbase_perc|slugging_perc|onbase_plus_slugging|onbase_plus_slugging_plus|W|L|earned_run_avg|earned_run_avg_plus|whip|G_p|GS|SV|IP|H_p|HR_p|BB_p|SO_p|pos_summary|player_old
1555|1555|1958|Bill Sherdel|8th|2|0.8%|37.0|16.0|15.0|31.1|24.0|27.6|61.4|549.0|960.0|96.0|214.0|9.0|86.0|2.0|63.0|0.223|0.271|0.298|0.569|52.0|165.0|146.0|3.72|104.0|1.358|514.0|273.0|26.0|2709.1|3018.0|150.0|661.0|839.0|*1H/93|Bill Sherdel
1556|1556|1958|Lon Warneke|2nd|2|0.8%|87.0|34.0|15.0|45.8|34.9|40.4|61.4|459.0|962.0|87.0|215.0|4.0|97.0|1.0|52.0|0.223|0.266|0.267|0.533|46.0|192.0|121.0|3.18|119.0|1.245|445.0|343.0|14.0|2782.1|2726.0|175.0|739.0|1140.0|*1/H|Lon Warneke
1557|1557|1958|Earl Whitehill|2nd|2|0.8%|32.0|20.0|17.0|36.8|27.1|31.9|61.4|548.0|1291.0|107.0|264.0|4.0|98.0|3.0|97.0|0.204|0.261|0.242|0.503|31.0|218.0|185.0|4.36|100.0|1.5|541.0|473.0|11.0|3564.2|3917.0|192.0|1431.0|1350.0|*1/H9|Earl Whitehill
1558|1558|1958|Sparky Adams|1st|1|0.4%|17.0|19.0|13.0|17.5|15.7|16.6|57.1|1424.0|5557.0|844.0|1588.0|9.0|394.0|154.0|453.0|0.286|0.343|0.353|0.695|82.0||||||||| |||||*4*56H/79|Sparky Adams
1559|1559|1958|Jimmy Austin|1st|1|0.4%|0.0|13.0|18.0|22.8|18.0|20.4|55.7|1580.0|5388.0|661.0|1328.0|13.0|390.0|244.0|592.0|0.246|0.326|0.314|0.64|90.0||||||||| |||||*56H/49|Jimmy Austin
1560|1560|1958|Dick Bartell|3rd|1|0.4%|67.0|32.0|18.0|41.7|30.3|36.0|55.4|2016.0|7629.0|1130.0|2165.0|79.0|710.0|109.0|748.0|0.284|0.355|0.391|0.747|96.0||||||||| |||||*654H|Dick Bartell
1561|1561|1958|Larry Benton|1st|1|0.4%|21.0|7.0|13.0|17.3|18.0|17.7|61.4|462.0|738.0|54.0|122.0|2.0|42.0|1.0|30.0|0.165|0.202|0.195|0.397|6.0|128.0|128.0|4.03|98.0|1.415|455.0|261.0|20.0|2297.0|2559.0|108.0|691.0|670.0|*1/H|Larry Benton
1562|1562|1958|Ray Blades|1st|1|0.4%|22.0|21.0|10.0|15.4|15.5|15.4|53.4|767.0|2415.0|467.0|726.0|50.0|340.0|33.0|331.0|0.301|0.395|0.46|0.855|123.0||||||||| |||||*7H9/5468|Ray Blades
1563|1563|1958|George Case|1st|1|0.4%|48.0|14.0|11.0|18.1|18.5|18.3|56.7|1226.0|5016.0|785.0|1415.0|21.0|377.0|349.0|426.0|0.282|0.341|0.358|0.699|95.0||||||||| |||||*7*98H|George Case
1564|1564|1958|Sam Chapman|1st|1|0.4%|12.0|17.0|11.0|17.2|16.9|17.0|58.1|1368.0|4988.0|754.0|1329.0|180.0|773.0|41.0|562.0|0.266|0.342|0.438|0.78|107.0||||||||| |||||*87H/39|Sam Chapman
1565|1565|1958|General Crowder|1st|1|0.4%|66.0|20.0|11.0|27.9|28.6|28.2|61.4|403.0|847.0|66.0|164.0|0.0|60.0|0.0|37.0|0.194|0.227|0.227|0.454|18.0|167.0|115.0|4.12|105.0|1.388|402.0|292.0|22.0|2344.1|2453.0|137.0|800.0|799.0|*1/H|General Crowder
1566|1566|1958|Harry Danning|1st|1|0.4%|25.0|8.0|10.0|14.6|15.1|14.9|44.2|890.0|2971.0|363.0|847.0|57.0|397.0|13.0|187.0|0.285|0.33|0.415|0.745|104.0||||||||| |||||*2H/3|Harry Danning
1567|1567|1958|Curt Davis|1st|1|0.4%|33.0|20.0|13.0|39.2|32.4|35.8|61.4|449.0|813.0|70.0|165.0|11.0|81.0|1.0|28.0|0.203|0.229|0.264|0.494|33.0|158.0|131.0|3.42|116.0|1.264|429.0|280.0|33.0|2325.0|2459.0|142.0|479.0|684.0|*1/H|Curt Davis
1568|1568|1958|Jumbo Elliott|1st|1|0.4%|6.0|3.0|10.0|8.4|10.1|9.3|61.4|253.0|416.0|26.0|68.0|4.0|37.0|0.0|21.0|0.163|0.205|0.219|0.424|10.0|63.0|74.0|4.24|100.0|1.452|252.0|144.0|12.0|1206.2|1338.0|69.0|414.0|453.0|1/H|Jumbo Elliott
1569|1569|1958|Rick Ferrell|2nd|1|0.4%|109.0|34.0|18.0|30.8|20.9|25.9|44.2|1884.0|6028.0|687.0|1692.0|28.0|734.0|29.0|931.0|0.281|0.378|0.363|0.741|95.0||||||||| |||||*2H|Rick Ferrell HOF
1570|1570|1958|George Grantham|1st|1|0.4%|36.0|31.0|13.0|33.4|25.6|29.5|57.1|1444.0|4989.0|912.0|1508.0|105.0|712.0|132.0|717.0|0.302|0.392|0.461|0.854|122.0||||||||| |||||*4*3H/75|George Grantham
1571|1571|1958|Mule Haas|3rd|1|0.4%|25.0|17.0|12.0|12.5|13.5|13.0|58.1|1168.0|4303.0|706.0|1257.0|43.0|496.0|12.0|433.0|0.292|0.359|0.402|0.761|94.0||||||||| |||||*89H3/7|Mule Haas
1572|1572|1958|Bill Hallahan|3rd|1|0.4%|34.0|2.0|12.0|14.1|14.2|14.2|61.4|328.0|557.0|43.0|90.0|2.0|32.0|1.0|36.0|0.162|0.214|0.201|0.415|10.0|102.0|94.0|4.03|102.0|1.504|324.0|224.0|7.0|1740.1|1838.0|71.0|779.0|856.0|*1/H|Bill Hallahan
1573|1573|1958|Bubbles Hargrave|2nd|1|0.4%|24.0|20.0|12.0|16.6|16.5|16.6|44.2|852.0|2533.0|314.0|786.0|29.0|376.0|29.0|217.0|0.31|0.372|0.452|0.824|118.0||||||||| |||||*2H|Bubbles Hargrave
1574|1574|1958|Billy Jurges|2nd|1|0.4%|24.0|16.0|17.0|28.8|22.0|25.4|55.4|1816.0|6253.0|721.0|1613.0|43.0|656.0|36.0|568.0|0.258|0.325|0.335|0.66|82.0||||||||| |||||*65H4|Billy Jurges
1575|1575|1958|Ken Keltner|1st|1|0.4%|37.0|19.0|13.0|33.3|28.3|30.8|55.7|1526.0|5683.0|737.0|1570.0|163.0|852.0|39.0|514.0|0.276|0.338|0.441|0.778|112.0||||||||| |||||*5/H3|Ken Keltner
1576|1576|1958|Red Kress|1st|1|0.4%|24.0|21.0|14.0|14.7|15.9|15.3|55.4|1391.0|5087.0|691.0|1454.0|89.0|799.0|46.0|474.0|0.286|0.347|0.42|0.767|97.0|0.0|0.0|12.54|34.0|2.036|4.0|0.0|0.0|9.1|13.0|1.0|6.0|6.0|*6539H4/71|Red Kress
1577|1577|1958|Red Lucas|3rd|1|0.4%|21.0|19.0|16.0|44.7|32.6|38.6|61.4|907.0|1439.0|155.0|404.0|3.0|190.0|2.0|124.0|0.281|0.34|0.347|0.687|85.0|157.0|135.0|3.72|107.0|1.255|396.0|302.0|7.0|2542.0|2736.0|136.0|455.0|602.0|*H*1/4657|Red Lucas
1578|1578|1958|Gus Mancuso|1st|1|0.4%|35.0|24.0|17.0|10.5|12.7|11.6|44.2|1460.0|4505.0|386.0|1194.0|53.0|543.0|8.0|418.0|0.265|0.328|0.351|0.679|84.0||||||||| |||||*2H|Gus Mancuso
1579|1579|1958|Bing Miller|1st|1|0.4%|38.0|30.0|16.0|29.5|21.4|25.5|56.7|1820.0|6212.0|946.0|1934.0|116.0|993.0|127.0|383.0|0.311|0.359|0.461|0.82|108.0||||||||| |||||*9*78H/3|Bing Miller
1580|1580|1958|Wally Moses|1st|1|0.4%|45.0|28.0|17.0|36.5|26.2|31.3|56.7|2012.0|7356.0|1124.0|2138.0|89.0|679.0|174.0|821.0|0.291|0.364|0.416|0.779|109.0||||||||| |||||*9H8/7|Wally Moses
1581|1581|1958|Johnny Mostil|2nd|1|0.4%|34.0|20.0|10.0|24.2|24.5|24.4|58.1|972.0|3507.0|618.0|1054.0|23.0|375.0|176.0|415.0|0.301|0.386|0.427|0.812|113.0||||||||| |||||*8H9/7456|Johnny Mostil
1582|1582|1958|Charley O'Leary|2nd|1|0.4%|5.0|0.0|11.0|0.3|3.1|1.7|55.4|955.0|3232.0|317.0|731.0|3.0|220.0|74.0|164.0|0.226|0.27|0.272|0.543|67.0||||||||| |||||*645/H879|Charley O'Leary
1583|1583|1958|Monte Pearson|1st|1|0.4%|36.0|14.0|10.0|20.6|20.6|20.6|61.4|225.0|513.0|58.0|117.0|2.0|62.0|2.0|39.0|0.228|0.283|0.29|0.573|46.0|100.0|61.0|4.0|112.0|1.491|224.0|191.0|4.0|1429.2|1392.0|82.0|740.0|703.0|1/H|Monte Pearson
1584|1584|1958|Wally Pipp|1st|1|0.4%|28.0|18.0|15.0|31.7|23.6|27.7|53.8|1872.0|6914.0|974.0|1941.0|90.0|1004.0|125.0|596.0|0.281|0.341|0.408|0.749|104.0||||||||| |||||*3H|Wally Pipp
1585|1585|1958|Hal Schumacher|4th|1|0.4%|44.0|21.0|13.0|29.6|27.8|28.7|61.4|450.0|896.0|100.0|181.0|15.0|102.0|0.0|32.0|0.202|0.233|0.287|0.52|42.0|158.0|121.0|3.36|111.0|1.34|391.0|329.0|7.0|2482.1|2424.0|140.0|902.0|906.0|*1H/8|Hal Schumacher
1586|1586|1958|Jack Scott|1st|1|0.4%|14.0|5.0|12.0|16.9|16.4|16.7|61.4|408.0|680.0|67.0|187.0|5.0|73.0|1.0|39.0|0.275|0.319|0.354|0.673|84.0|103.0|109.0|3.85|95.0|1.357|356.0|195.0|19.0|1814.2|1969.0|95.0|493.0|657.0|*1H/9|Jack Scott
1587|1587|1958|Joe Sewell|6th|1|0.4%|68.0|45.0|14.0|54.7|37.4|46.0|55.4|1903.0|7132.0|1141.0|2226.0|49.0|1054.0|74.0|842.0|0.312|0.391|0.413|0.804|109.0||||||||| |||||*6*5H/4|Joe Sewell HOF
1588|1588|1958|Rip Sewell|1st|1|0.4%|42.0|21.0|13.0|26.9|23.6|25.3|61.4|423.0|750.0|81.0|152.0|6.0|59.0|12.0|37.0|0.203|0.241|0.264|0.505|40.0|143.0|97.0|3.48|108.0|1.344|390.0|243.0|15.0|2119.1|2101.0|116.0|748.0|636.0|*1H|Rip Sewell
1589|1589|1958|Warren Spahn|1st|1|0.4%|260.0|66.0|21.0|100.1|51.4|75.8|61.4|783.0|1872.0|141.0|363.0|35.0|189.0|4.0|94.0|0.194|0.234|0.287|0.52|43.0|363.0|245.0|3.09|119.0|1.195|750.0|665.0|28.0|5243.2|4830.0|434.0|1434.0|2583.0|*1H|Warren Spahn HOF
1590|1590|1958|Riggs Stephenson|2nd|1|0.4%|57.0|32.0|14.0|32.6|24.9|28.8|53.4|1310.0|4508.0|714.0|1515.0|63.0|773.0|53.0|494.0|0.336|0.407|0.473|0.88|129.0||||||||| |||||*74H5/9|Riggs Stephenson
1591|1591|1958|Gus Suhr|2nd|1|0.4%|22.0|15.0|11.0|22.3|20.5|21.4|53.8|1435.0|5176.0|714.0|1446.0|84.0|818.0|53.0|718.0|0.279|0.368|0.428|0.796|113.0||||||||| |||||*3H/9|Gus Suhr
1592|1592|1958|Clyde Sukeforth|1st|1|0.4%|0.0|2.0|10.0|0.6|1.8|1.2|44.2|486.0|1237.0|122.0|326.0|2.0|96.0|12.0|95.0|0.264|0.319|0.331|0.65|72.0||||||||| |||||*2H|Clyde Sukeforth
1593|1593|1958|Rube Walberg|1st|1|0.4%|31.0|9.0|15.0|36.7|27.3|32.0|61.4|547.0|905.0|78.0|162.0|4.0|84.0|2.0|48.0|0.179|0.22|0.232|0.452|15.0|155.0|141.0|4.16|107.0|1.447|544.0|306.0|34.0|2644.0|2795.0|163.0|1031.0|1085.0|*1/H|Rube Walberg
1594|1594|1958|Harry Walker|1st|1|0.4%|24.0|12.0|11.0|12.4|13.2|12.8|58.1|807.0|2651.0|385.0|786.0|10.0|214.0|42.0|245.0|0.296|0.358|0.383|0.741|103.0||||||||| |||||*8H79/345|Harry Walker
1595|1595|1958|Ken Williams|2nd|1|0.4%|68.0|39.0|14.0|43.0|36.8|39.9|53.4|1397.0|4862.0|860.0|1552.0|196.0|916.0|154.0|566.0|0.319|0.393|0.53|0.924|138.0||||||||| |||||*78H/349|Ken Williams
1596|1596|1958|Whit Wyatt|1st|1|0.4%|41.0|9.0|16.0|24.1|26.8|25.4|61.4|366.0|607.0|53.0|133.0|7.0|69.0|0.0|26.0|0.219|0.254|0.303|0.557|50.0|106.0|95.0|3.79|106.0|1.321|360.0|210.0|13.0|1761.0|1684.0|98.0|642.0|872.0|*1/H|Whit Wyatt
1597|1597|1958|Pep Young|1st|1|0.4%|1.0|3.0|10.0|5.6|6.8|6.2|57.1|730.0|2466.0|274.0|645.0|32.0|347.0|18.0|152.0|0.262|0.308|0.38|0.688|85.0||||||||| |||||*4H65/97|Pep Young
1598|1598|1958|Tom Zachary|1st|1|0.4%|32.0|15.0|19.0|39.9|29.6|34.8|61.4|546.0|1122.0|79.0|254.0|6.0|112.0|0.0|62.0|0.226|0.268|0.289|0.557|48.0|186.0|191.0|3.73|107.0|1.437|533.0|408.0|23.0|3126.1|3580.0|118.0|914.0|720.0|*1/H|Tom Zachary
1599|1599|1960|Edd Roush|19th|146|54.3%|74.0|36.0|18.0|45.6|31.7|38.7|58.1|1967.0|7363.0|1099.0|2376.0|68.0|981.0|268.0|484.0|0.323|0.369|0.446|0.815|126.0||||||||| |||||*8H7/394|X-Edd Roush HOF
1600|1600|1960|Sam Rice|12th|143|53.2%|127.0|51.0|20.0|54.4|31.1|42.7|56.7|2404.0|9269.0|1514.0|2987.0|34.0|1077.0|351.0|708.0|0.322|0.374|0.427|0.801|112.0|1.0|1.0|2.52|117.0|1.271|9.0|3.0|0.0|39.1|31.0|0.0|19.0|12.0|*9*8H7/1|Sam Rice HOF
1601|1601|1960|Eppa Rixey|15th|142|52.8%|75.0|35.0|21.0|55.9|34.2|45.0|61.4|694.0|1522.0|95.0|291.0|3.0|111.0|2.0|49.0|0.191|0.221|0.224|0.445|22.0|266.0|251.0|3.15|115.0|1.272|692.0|554.0|14.0|4494.2|4633.0|93.0|1082.0|1350.0|*1/H|Eppa Rixey HOF
1602|1602|1960|Burleigh Grimes|13th|92|34.2%|115.0|38.0|19.0|52.8|41.1|47.0|61.4|632.0|1535.0|157.0|380.0|2.0|168.0|15.0|69.0|0.248|0.282|0.306|0.588|58.0|270.0|212.0|3.53|108.0|1.365|616.0|497.0|18.0|4180.0|4412.0|148.0|1295.0|1512.0|*1/H|Burleigh Grimes HOF
1603|1603|1960|Jim Bottomley|11th|89|33.1%|99.0|42.0|16.0|35.8|29.6|32.7|53.8|1991.0|7471.0|1177.0|2313.0|219.0|1422.0|58.0|664.0|0.31|0.369|0.5|0.869|125.0||||||||| |||||*3H/4|Jim Bottomley HOF
1604|1604|1960|Red Ruffing|11th|86|32.0%|130.0|38.0|22.0|68.6|39.9|54.3|61.4|882.0|1937.0|207.0|521.0|36.0|273.0|1.0|97.0|0.269|0.306|0.389|0.695|81.0|273.0|225.0|3.8|109.0|1.341|624.0|538.0|18.0|4344.0|4284.0|254.0|1541.0|1987.0|*1H/79|Red Ruffing HOF
1605|1605|1960|Red Faber|15th|83|30.9%|89.0|37.0|20.0|64.0|40.8|52.4|61.4|670.0|1269.0|98.0|170.0|3.0|71.0|7.0|169.0|0.134|0.24|0.161|0.401|10.0|254.0|213.0|3.15|119.0|1.302|669.0|483.0|27.0|4086.2|4106.0|111.0|1213.0|1471.0|*1/H|Red Faber HOF
1606|1606|1960|Luke Appling|5th|72|26.8%|149.0|57.0|20.0|77.6|44.9|61.2|55.4|2422.0|8856.0|1319.0|2749.0|45.0|1116.0|179.0|1302.0|0.31|0.399|0.398|0.798|113.0||||||||| |||||*65H4/3|Luke Appling HOF
1607|1607|1960|Kiki Cuyler|11th|72|26.8%|116.0|46.0|18.0|47.9|35.6|41.7|56.7|1879.0|7161.0|1305.0|2299.0|128.0|1065.0|328.0|676.0|0.321|0.386|0.474|0.86|125.0||||||||| |||||*9*8*7H|Kiki Cuyler HOF
1608|1608|1960|Hack Wilson|14th|72|26.8%|104.0|39.0|12.0|38.7|36.1|37.4|58.1|1348.0|4760.0|884.0|1461.0|244.0|1063.0|52.0|674.0|0.307|0.395|0.545|0.94|144.0||||||||| |||||*879H/4|Hack Wilson HOF
1609|1609|1960|Tony Lazzeri|13th|59|21.9%|89.0|39.0|14.0|47.6|34.0|40.8|57.1|1740.0|6297.0|986.0|1840.0|178.0|1194.0|148.0|869.0|0.292|0.38|0.467|0.846|121.0||||||||| |||||*456H/73|Tony Lazzeri HOF
1610|1610|1960|Lefty Gomez|14th|51|19.0%|128.0|34.0|14.0|38.7|36.1|37.4|61.4|368.0|904.0|59.0|133.0|0.0|58.0|1.0|50.0|0.147|0.194|0.159|0.353|-7.0|189.0|102.0|3.34|125.0|1.352|368.0|320.0|10.0|2503.0|2290.0|138.0|1095.0|1468.0|*1|Lefty Gomez HOF
1611|1611|1960|Johnny Mize|1st|45|16.7%|175.0|47.0|15.0|70.7|48.5|59.6|53.8|1884.0|6443.0|1118.0|2011.0|359.0|1337.0|28.0|856.0|0.312|0.397|0.562|0.959|158.0||||||||| |||||*3H/9|Johnny Mize HOF
1612|1612|1960|Lefty O'Doul|9th|45|16.7%|92.0|31.0|11.0|27.1|27.3|27.2|53.4|970.0|3264.0|624.0|1140.0|113.0|542.0|36.0|333.0|0.349|0.413|0.532|0.945|143.0|1.0|1.0|4.87|83.0|1.97|34.0|1.0|0.0|77.2|104.0|1.0|49.0|19.0|*7H91/8|Lefty O'Doul
1613|1613|1960|Earle Combs|13th|43|16.0%|103.0|37.0|12.0|44.7|35.9|40.3|58.1|1455.0|5746.0|1186.0|1866.0|58.0|633.0|98.0|670.0|0.325|0.397|0.462|0.859|125.0||||||||| |||||*87H9|Earle Combs HOF
1614|1614|1960|Hank Gowdy|17th|38|14.1%|6.0|25.0|17.0|23.8|18.3|21.0|44.2|1050.0|2735.0|270.0|738.0|21.0|321.0|59.0|311.0|0.27|0.351|0.358|0.709|104.0||||||||| |||||*2H3|X-Hank Gowdy
1615|1615|1960|Joe Medwick|4th|38|14.1%|200.0|47.0|17.0|54.5|39.3|46.9|53.4|1984.0|7635.0|1198.0|2471.0|205.0|1383.0|42.0|437.0|0.324|0.362|0.505|0.867|134.0||||||||| |||||*7H9/38|Joe Medwick HOF
1616|1616|1960|Chuck Klein|10th|37|13.8%|194.0|48.0|17.0|46.5|39.0|42.7|56.7|1753.0|6486.0|1168.0|2076.0|300.0|1201.0|79.0|601.0|0.32|0.379|0.543|0.922|137.0||||||||| |||||*97H8/3|Chuck Klein HOF
1617|1617|1960|Marty Marion|2nd|37|13.8%|57.0|17.0|13.0|31.9|25.8|28.8|55.4|1572.0|5506.0|602.0|1448.0|36.0|624.0|35.0|470.0|0.263|0.323|0.345|0.668|81.0||||||||| |||||*6/H5|Marty Marion
1618|1618|1960|Lou Boudreau|3rd|35|13.0%|89.0|34.0|15.0|63.3|49.1|56.2|55.4|1646.0|6029.0|861.0|1779.0|68.0|789.0|51.0|796.0|0.295|0.38|0.415|0.795|120.0||||||||| |||||*65H/342|Lou Boudreau HOF
1619|1619|1960|Bucky Harris|10th|31|11.5%|12.0|18.0|12.0|16.0|16.0|16.0|57.1|1263.0|4736.0|722.0|1297.0|9.0|508.0|167.0|472.0|0.274|0.352|0.354|0.706|86.0||||||||| |||||*4/H659|X-Bucky Harris HOF
1620|1620|1960|Johnny Vander Meer|4th|31|11.5%|33.0|12.0|13.0|25.7|24.9|25.3|61.4|382.0|685.0|58.0|104.0|1.0|26.0|1.0|41.0|0.152|0.2|0.18|0.379|6.0|119.0|121.0|3.44|107.0|1.393|346.0|286.0|2.0|2104.2|1799.0|100.0|1132.0|1294.0|*1H|Johnny Vander Meer
1621|1621|1960|Dave Bancroft|15th|30|11.2%|85.0|29.0|16.0|49.7|37.9|43.8|55.4|1913.0|7182.0|1048.0|2004.0|32.0|591.0|145.0|827.0|0.279|0.355|0.358|0.714|98.0||||||||| |||||*6/H457|X-Dave Bancroft HOF
1622|1622|1960|Goose Goslin|8th|30|11.2%|158.0|61.0|18.0|66.4|43.7|55.0|53.4|2287.0|8656.0|1482.0|2735.0|248.0|1612.0|176.0|949.0|0.316|0.387|0.5|0.887|128.0||||||||| |||||*79H8/35|Goose Goslin HOF
1623|1623|1960|Chick Hafey|11th|29|10.8%|68.0|33.0|13.0|31.2|28.1|29.6|53.4|1283.0|4625.0|777.0|1466.0|164.0|833.0|70.0|372.0|0.317|0.372|0.526|0.898|133.0||||||||| |||||*789H|Chick Hafey HOF
1624|1624|1960|Waite Hoyt|14th|29|10.8%|94.0|32.0|21.0|52.3|34.8|43.6|61.4|674.0|1287.0|96.0|255.0|0.0|100.0|0.0|40.0|0.198|0.223|0.235|0.458|20.0|237.0|182.0|3.59|112.0|1.34|674.0|425.0|53.0|3762.1|4037.0|154.0|1003.0|1206.0|*1|Waite Hoyt HOF
1625|1625|1960|Pepper Martin|12th|29|10.8%|49.0|21.0|13.0|21.9|19.8|20.9|56.7|1189.0|4117.0|756.0|1227.0|59.0|501.0|146.0|369.0|0.298|0.358|0.443|0.801|113.0|0.0|0.0|2.25|215.0|1.0|2.0|0.0|0.0|4.0|2.0|0.0|2.0|0.0|*5*89H7/1|Pepper Martin
1626|1626|1960|Jimmy Dykes|10th|27|10.0%|27.0|30.0|22.0|34.7|21.5|28.1|55.7|2282.0|8046.0|1108.0|2256.0|108.0|1069.0|70.0|958.0|0.28|0.365|0.399|0.764|96.0|0.0|0.0|4.5|111.0|1.5|2.0|0.0|1.0|2.0|2.0|0.0|1.0|0.0|*5*436H/8719|Jimmy Dykes
1627|1627|1960|Al Lopez|6th|26|9.7%|71.0|24.0|19.0|16.3|11.2|13.8|44.2|1950.0|5916.0|613.0|1547.0|51.0|652.0|46.0|556.0|0.261|0.326|0.337|0.663|83.0||||||||| |||||*2H/453|Al Lopez HOF
1628|1628|1960|Allie Reynolds|2nd|24|8.9%|110.0|33.0|13.0|25.4|21.0|23.2|61.4|475.0|857.0|56.0|140.0|1.0|79.0|1.0|61.0|0.163|0.223|0.198|0.422|18.0|182.0|107.0|3.3|109.0|1.386|434.0|309.0|48.0|2492.1|2193.0|133.0|1261.0|1423.0|*1H|Allie Reynolds
1629|1629|1960|Joe Sewell|7th|23|8.6%|68.0|45.0|14.0|54.7|37.4|46.0|55.4|1903.0|7132.0|1141.0|2226.0|49.0|1054.0|74.0|842.0|0.312|0.391|0.413|0.804|109.0||||||||| |||||*6*5H/4|X-Joe Sewell HOF
1630|1630|1960|Lloyd Waner|7th|22|8.2%|89.0|31.0|18.0|29.6|23.5|26.6|58.1|1993.0|7772.0|1201.0|2459.0|27.0|598.0|67.0|420.0|0.316|0.353|0.393|0.747|99.0||||||||| |||||*8H79/45|Lloyd Waner HOF
1631|1631|1960|Jesse Haines|11th|20|7.4%|64.0|27.0|19.0|32.6|22.1|27.4|61.4|560.0|1124.0|76.0|209.0|3.0|79.0|2.0|30.0|0.186|0.208|0.218|0.426|12.0|210.0|158.0|3.64|109.0|1.35|555.0|387.0|11.0|3208.2|3460.0|165.0|871.0|981.0|*1/H3|Jesse Haines HOF
1632|1632|1960|Heinie Manush|5th|20|7.4%|137.0|46.0|17.0|48.0|35.9|41.9|53.4|2008.0|7654.0|1288.0|2524.0|110.0|1183.0|113.0|506.0|0.33|0.377|0.479|0.856|121.0||||||||| |||||*7*8H9/3|Heinie Manush HOF
1633|1633|1960|Bucky Walters|6th|19|7.1%|105.0|27.0|19.0|53.5|43.3|48.4|61.4|715.0|1966.0|227.0|477.0|23.0|234.0|12.0|114.0|0.243|0.286|0.344|0.63|69.0|198.0|160.0|3.3|116.0|1.324|428.0|398.0|4.0|3104.2|2990.0|155.0|1121.0|1107.0|*15H/478|Bucky Walters
1634|1634|1960|Nick Altrock|8th|18|6.7%|31.0|18.0|19.0|9.2|11.1|10.1|61.4|230.0|550.0|52.0|97.0|2.0|27.0|5.0|29.0|0.176|0.232|0.207|0.439|40.0|83.0|75.0|2.67|96.0|1.141|218.0|161.0|7.0|1514.0|1455.0|16.0|272.0|425.0|1/3H97|X-Nick Altrock
1635|1635|1960|Glenn Wright|11th|18|6.7%|33.0|27.0|11.0|25.3|24.5|24.9|55.4|1119.0|4153.0|584.0|1219.0|94.0|723.0|38.0|209.0|0.294|0.328|0.447|0.775|99.0||||||||| |||||*6H/3459|Glenn Wright
1636|1636|1960|Bobby Doerr|4th|15|5.6%|96.0|41.0|14.0|51.5|36.9|44.2|57.1|1865.0|7093.0|1094.0|2042.0|223.0|1247.0|54.0|809.0|0.288|0.362|0.461|0.823|115.0||||||||| |||||*4/H|Bobby Doerr HOF
1637|1637|1960|Joe Judge|7th|15|5.6%|33.0|32.0|20.0|47.9|26.7|37.3|53.8|2171.0|7898.0|1184.0|2352.0|71.0|1034.0|213.0|965.0|0.298|0.378|0.42|0.798|114.0||||||||| |||||*3H/9|X-Joe Judge
1638|1638|1960|Freddie Fitzsimmons|6th|13|4.8%|56.0|33.0|19.0|35.8|23.4|29.6|61.4|513.0|1155.0|112.0|231.0|14.0|103.0|0.0|36.0|0.2|0.233|0.279|0.511|36.0|217.0|146.0|3.51|112.0|1.297|513.0|424.0|13.0|3223.2|3335.0|187.0|846.0|870.0|*1|Freddie Fitzsimmons
1639|1639|1960|Charlie Grimm|11th|13|4.8%|18.0|19.0|20.0|12.4|12.4|12.4|53.8|2166.0|7917.0|908.0|2299.0|79.0|1077.0|57.0|578.0|0.29|0.341|0.397|0.738|95.0||||||||| |||||*3H/9758|Charlie Grimm
1640|1640|1960|Howard Ehmke|10th|12|4.5%|32.0|12.0|15.0|39.2|32.6|35.9|61.4|429.0|1009.0|71.0|210.0|0.0|73.0|5.0|26.0|0.208|0.228|0.258|0.486|29.0|166.0|166.0|3.75|104.0|1.388|427.0|338.0|15.0|2820.2|2873.0|103.0|1042.0|1030.0|*1/H|X-Howard Ehmke
1641|1641|1960|Mel Harder|7th|12|4.5%|51.0|21.0|20.0|44.3|38.0|41.1|61.4|584.0|1203.0|89.0|199.0|4.0|93.0|2.0|39.0|0.165|0.194|0.215|0.409|7.0|223.0|186.0|3.8|113.0|1.408|582.0|433.0|24.0|3426.1|3706.0|161.0|1118.0|1161.0|*1/H|Mel Harder
1642|1642|1960|Eddie Rommel|8th|12|4.5%|49.0|23.0|13.0|49.8|37.4|43.6|61.4|508.0|826.0|80.0|164.0|1.0|59.0|1.0|62.0|0.199|0.255|0.245|0.499|28.0|171.0|119.0|3.54|121.0|1.35|501.0|249.0|30.0|2557.0|2729.0|138.0|724.0|599.0|*1/7H49|Eddie Rommel
1643|1643|1960|Earl Averill|6th|11|4.1%|129.0|50.0|13.0|51.5|39.2|45.4|58.1|1669.0|6353.0|1224.0|2019.0|238.0|1164.0|70.0|774.0|0.318|0.395|0.534|0.928|133.0||||||||| |||||*87H9|Earl Averill HOF
1644|1644|1960|Joe Gordon|5th|11|4.1%|88.0|31.0|11.0|55.8|44.9|50.3|57.1|1566.0|5707.0|914.0|1530.0|253.0|975.0|89.0|759.0|0.268|0.357|0.466|0.822|120.0||||||||| |||||*43/H6|Joe Gordon HOF
1645|1645|1960|Travis Jackson|11th|11|4.1%|28.0|29.0|15.0|44.0|35.2|39.6|55.4|1656.0|6086.0|833.0|1768.0|135.0|929.0|71.0|412.0|0.291|0.337|0.433|0.77|102.0||||||||| |||||*6*5H/49|Travis Jackson HOF
