|Unnamed: 0|year|player|year_on_ballot|votes|votes_pct|hof_monitor|hof_standard|experience|WAR_career|WAR_peak7|JAWS|JAWS_pos|G|AB|R|H|HR|RBI|SB|BB|batting_avg|onbase_perc|slugging_perc|onbase_plus_slugging|onbase_plus_slugging_plus|W|L|earned_run_avg|earned_run_avg_plus|whip|G_p|GS|SV|IP|H_p|HR_p|BB_p|SO_p|pos_summary|player_old
1464|1464|1958|Waite Hoyt|13th|37|13.9%|94.0|32.0|21.0|52.3|34.8|43.6|61.4|674.0|1287.0|96.0|255.0|0.0|100.0|0.0|40.0|0.198|0.223|0.235|0.458|20.0|237.0|182.0|3.59|112.0|1.34|674.0|425.0|53.0|3762.1|4037.0|154.0|1003.0|1206.0|*1|Waite Hoyt HOF
1465|1465|1958|Chuck Klein|9th|36|13.5%|194.0|48.0|17.0|46.5|39.0|42.7|56.7|1753.0|6486.0|1168.0|2076.0|300.0|1201.0|79.0|601.0|0.32|0.379|0.543|0.922|137.0||||||||| |||||*97H8/3|Chuck Klein HOF
1466|1466|1958|Johnny Vander Meer|3rd|35|13.2%|33.0|12.0|13.0|25.7|24.9|25.3|61.4|382.0|685.0|58.0|104.0|1.0|26.0|1.0|41.0|0.152|0.2|0.18|0.379|6.0|119.0|121.0|3.44|107.0|1.393|346.0|286.0|2.0|2104.2|1799.0|100.0|1132.0|1294.0|*1H|Johnny Vander Meer
1467|1467|1958|Earle Combs|12th|34|12.8%|103.0|37.0|12.0|44.7|35.9|40.3|58.1|1455.0|5746.0|1186.0|1866.0|58.0|633.0|98.0|670.0|0.325|0.397|0.462|0.859|125.0||||||||| |||||*87H9|Earle Combs HOF
1468|1468|1958|Stan Coveleski|5th|34|12.8%|109.0|38.0|14.0|61.5|50.8|56.2|61.4|451.0|1058.0|70.0|168.0|1.0|81.0|0.0|53.0|0.159|0.202|0.205|0.407|9.0|215.0|142.0|2.89|127.0|1.251|450.0|385.0|21.0|3082.0|3055.0|66.0|802.0|981.0|*1/9|X-Stan Coveleski HOF
1469|1469|1958|Al Lopez|5th|34|12.8%|71.0|24.0|19.0|16.3|11.2|13.8|44.2|1950.0|5916.0|613.0|1547.0|51.0|652.0|46.0|556.0|0.261|0.326|0.337|0.663|83.0||||||||| |||||*2H/453|Al Lopez HOF
1470|1470|1958|Bucky Walters|5th|33|12.4%|105.0|27.0|19.0|53.5|43.3|48.4|61.4|715.0|1966.0|227.0|477.0|23.0|234.0|12.0|114.0|0.243|0.286|0.344|0.63|69.0|198.0|160.0|3.3|116.0|1.324|428.0|398.0|4.0|3104.2|2990.0|155.0|1121.0|1107.0|*15H/478|Bucky Walters
1471|1471|1958|Eppa Rixey|14th|32|12.0%|75.0|35.0|21.0|55.9|34.2|45.0|61.4|694.0|1522.0|95.0|291.0|3.0|111.0|2.0|49.0|0.191|0.221|0.224|0.445|22.0|266.0|251.0|3.15|115.0|1.272|692.0|554.0|14.0|4494.2|4633.0|93.0|1082.0|1350.0|*1/H|Eppa Rixey HOF
1472|1472|1958|Leo Durocher|5th|28|10.5%|15.0|14.0|17.0|4.3|7.1|5.7|55.4|1637.0|5350.0|575.0|1320.0|24.0|567.0|31.0|377.0|0.247|0.299|0.32|0.619|66.0||||||||| |||||*64H/5|Leo Durocher HOF
1473|1473|1958|Lefty O'Doul|8th|27|10.2%|92.0|31.0|11.0|27.1|27.3|27.2|53.4|970.0|3264.0|624.0|1140.0|113.0|542.0|36.0|333.0|0.349|0.413|0.532|0.945|143.0|1.0|1.0|4.87|83.0|1.97|34.0|1.0|0.0|77.2|104.0|1.0|49.0|19.0|*7H91/8|Lefty O'Doul
1474|1474|1958|Jimmy Dykes|9th|26|9.8%|27.0|30.0|22.0|34.7|21.5|28.1|55.7|2282.0|8046.0|1108.0|2256.0|108.0|1069.0|70.0|958.0|0.28|0.365|0.399|0.764|96.0|0.0|0.0|4.5|111.0|1.5|2.0|0.0|1.0|2.0|2.0|0.0|1.0|0.0|*5*436H/8719|Jimmy Dykes
1475|1475|1958|Goose Goslin|7th|26|9.8%|158.0|61.0|18.0|66.4|43.7|55.0|53.4|2287.0|8656.0|1482.0|2735.0|248.0|1612.0|176.0|949.0|0.316|0.387|0.5|0.887|128.0||||||||| |||||*79H8/35|Goose Goslin HOF
1476|1476|1958|Charlie Grimm|10th|26|9.8%|18.0|19.0|20.0|12.4|12.4|12.4|53.8|2166.0|7917.0|908.0|2299.0|79.0|1077.0|57.0|578.0|0.29|0.341|0.397|0.738|95.0||||||||| |||||*3H/9758|Charlie Grimm
1477|1477|1958|Bobby Doerr|3rd|25|9.4%|96.0|41.0|14.0|51.5|36.9|44.2|57.1|1865.0|7093.0|1094.0|2042.0|223.0|1247.0|54.0|809.0|0.288|0.362|0.461|0.823|115.0||||||||| |||||*4/H|Bobby Doerr HOF
1478|1478|1958|Jesse Haines|10th|22|8.3%|64.0|27.0|19.0|32.6|22.1|27.4|61.4|560.0|1124.0|76.0|209.0|3.0|79.0|2.0|30.0|0.186|0.208|0.218|0.426|12.0|210.0|158.0|3.64|109.0|1.35|555.0|387.0|11.0|3208.2|3460.0|165.0|871.0|981.0|*1/H3|Jesse Haines HOF
1479|1479|1958|Heinie Manush|4th|22|8.3%|137.0|46.0|17.0|48.0|35.9|41.9|53.4|2008.0|7654.0|1288.0|2524.0|110.0|1183.0|113.0|506.0|0.33|0.377|0.479|0.856|121.0||||||||| |||||*7*8H9/3|Heinie Manush HOF
1480|1480|1958|Nick Altrock|7th|20|7.5%|31.0|18.0|19.0|9.2|11.1|10.1|61.4|230.0|550.0|52.0|97.0|2.0|27.0|5.0|29.0|0.176|0.232|0.207|0.439|40.0|83.0|75.0|2.67|96.0|1.141|218.0|161.0|7.0|1514.0|1455.0|16.0|272.0|425.0|1/3H97|Nick Altrock
1481|1481|1958|Billy Southworth|8th|18|6.8%|11.0|19.0|13.0|21.7|20.4|21.0|56.7|1192.0|4359.0|661.0|1296.0|52.0|561.0|138.0|402.0|0.297|0.359|0.415|0.773|111.0||||||||| |||||*987H/4|Billy Southworth HOF
1482|1482|1958|Freddie Fitzsimmons|5th|16|6.0%|56.0|33.0|19.0|35.8|23.4|29.6|61.4|513.0|1155.0|112.0|231.0|14.0|103.0|0.0|36.0|0.2|0.233|0.279|0.511|36.0|217.0|146.0|3.51|112.0|1.297|513.0|424.0|13.0|3223.2|3335.0|187.0|846.0|870.0|*1|Freddie Fitzsimmons
1483|1483|1958|Paul Derringer|6th|15|5.6%|99.0|28.0|15.0|36.0|26.4|31.2|61.4|579.0|1260.0|70.0|220.0|2.0|102.0|0.0|16.0|0.175|0.186|0.208|0.394|9.0|223.0|212.0|3.46|108.0|1.282|579.0|445.0|29.0|3645.0|3912.0|158.0|761.0|1507.0|*1|Paul Derringer
1484|1484|1958|Dolf Luque|8th|15|5.6%|44.0|23.0|20.0|48.1|36.7|42.4|61.4|559.0|1043.0|96.0|237.0|5.0|90.0|7.0|70.0|0.227|0.283|0.291|0.573|53.0|194.0|179.0|3.24|118.0|1.288|550.0|367.0|29.0|3220.1|3231.0|113.0|918.0|1130.0|*1/H57|Dolf Luque
1485|1485|1958|Earl Averill|5th|14|5.3%|129.0|50.0|13.0|51.5|39.2|45.4|58.1|1669.0|6353.0|1224.0|2019.0|238.0|1164.0|70.0|774.0|0.318|0.395|0.534|0.928|133.0||||||||| |||||*87H9|Earl Averill HOF
1486|1486|1958|Babe Herman|11th|13|4.9%|74.0|39.0|13.0|39.4|31.2|35.3|56.7|1552.0|5603.0|882.0|1818.0|181.0|997.0|94.0|520.0|0.324|0.383|0.532|0.915|141.0||||||||| |||||*937H|Babe Herman
1487|1487|1958|Art Nehf|11th|13|4.9%|71.0|32.0|15.0|28.8|24.8|26.8|61.4|464.0|915.0|90.0|192.0|8.0|76.0|7.0|86.0|0.21|0.281|0.279|0.56|57.0|184.0|120.0|3.2|105.0|1.239|451.0|320.0|14.0|2707.2|2715.0|107.0|640.0|844.0|*1/H987|X-Art Nehf
1488|1488|1958|Red Rolfe|6th|13|4.9%|74.0|21.0|10.0|29.1|27.2|28.1|55.7|1175.0|4827.0|942.0|1394.0|69.0|497.0|44.0|526.0|0.289|0.36|0.413|0.773|99.0||||||||| |||||*56H|Red Rolfe
1489|1489|1958|Chick Hafey|10th|12|4.5%|68.0|33.0|13.0|31.2|28.1|29.6|53.4|1283.0|4625.0|777.0|1466.0|164.0|833.0|70.0|372.0|0.317|0.372|0.526|0.898|133.0||||||||| |||||*789H|Chick Hafey HOF
1490|1490|1958|Terry Moore|3rd|12|4.5%|21.0|13.0|11.0|21.6|19.2|20.4|58.1|1298.0|4700.0|719.0|1318.0|80.0|513.0|82.0|406.0|0.28|0.34|0.399|0.739|99.0|0.0|0.0|0.0||0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|*8H/5791|Terry Moore
1491|1491|1958|Schoolboy Rowe|1st|12|4.5%|64.0|22.0|15.0|42.5|35.5|39.0|61.4|491.0|909.0|114.0|239.0|18.0|153.0|3.0|86.0|0.263|0.328|0.382|0.71|88.0|158.0|101.0|3.87|110.0|1.302|382.0|278.0|12.0|2219.1|2332.0|131.0|558.0|913.0|*1H|Schoolboy Rowe
1492|1492|1958|Tommy Bridges|2nd|11|4.1%|81.0|29.0|16.0|50.5|34.6|42.5|61.4|424.0|1003.0|84.0|181.0|0.0|74.0|0.0|74.0|0.18|0.237|0.223|0.46|19.0|194.0|138.0|3.57|126.0|1.368|424.0|362.0|10.0|2826.1|2675.0|181.0|1192.0|1674.0|*1|Tommy Bridges
1493|1493|1958|Joe Gordon|4th|11|4.1%|88.0|31.0|11.0|55.8|44.9|50.3|57.1|1566.0|5707.0|914.0|1530.0|253.0|975.0|89.0|759.0|0.268|0.357|0.466|0.822|120.0||||||||| |||||*43/H6|Joe Gordon HOF
1494|1494|1958|Tommy Henrich|4th|11|4.1%|49.0|27.0|11.0|39.6|31.0|35.3|56.7|1284.0|4603.0|901.0|1297.0|183.0|795.0|37.0|712.0|0.282|0.382|0.491|0.873|132.0||||||||| |||||*93H87|Tommy Henrich
1495|1495|1958|Travis Jackson|10th|11|4.1%|28.0|29.0|15.0|44.0|35.2|39.6|55.4|1656.0|6086.0|833.0|1768.0|135.0|929.0|71.0|412.0|0.291|0.337|0.433|0.77|102.0||||||||| |||||*6*5H/49|Travis Jackson HOF
1496|1496|1958|Steve O'Neill|7th|10|3.8%|46.0|26.0|17.0|26.3|20.4|23.4|44.2|1590.0|4795.0|448.0|1259.0|13.0|534.0|30.0|592.0|0.263|0.349|0.337|0.685|88.0||||||||| |||||*2H/3|Steve O'Neill
1497|1497|1958|Muddy Ruel|9th|10|3.8%|49.0|28.0|19.0|20.9|19.6|20.3|44.2|1468.0|4514.0|494.0|1242.0|4.0|536.0|61.0|606.0|0.275|0.365|0.332|0.697|83.0||||||||| |||||*2H/3|Muddy Ruel
1498|1498|1958|Wes Ferrell|4th|9|3.4%|75.0|22.0|15.0|60.1|54.4|57.3|61.4|548.0|1176.0|175.0|329.0|38.0|208.0|2.0|129.0|0.28|0.351|0.446|0.797|100.0|193.0|128.0|4.04|116.0|1.481|374.0|323.0|13.0|2623.0|2845.0|132.0|1040.0|985.0|*1H/7|Wes Ferrell
1499|1499|1958|Joe Judge|6th|9|3.4%|33.0|32.0|20.0|47.9|26.7|37.3|53.8|2171.0|7898.0|1184.0|2352.0|71.0|1034.0|213.0|965.0|0.298|0.378|0.42|0.798|114.0||||||||| |||||*3H/9|Joe Judge
1500|1500|1958|Charlie Keller|3rd|9|3.4%|47.0|30.0|13.0|43.8|39.3|41.5|53.4|1170.0|3790.0|725.0|1085.0|189.0|760.0|45.0|784.0|0.286|0.41|0.518|0.928|152.0||||||||| |||||*7H9|Charlie Keller
1501|1501|1958|Jack Quinn|3rd|9|3.4%|63.0|30.0|23.0|58.7|33.1|45.9|61.4|771.0|1349.0|90.0|248.0|8.0|115.0|5.0|89.0|0.184|0.236|0.24|0.476|29.0|247.0|218.0|3.29|114.0|1.3|756.0|443.0|56.0|3920.1|4238.0|103.0|860.0|1329.0|*1/H97|Jack Quinn
1502|1502|1958|Wally Schang|4th|8|3.0%|58.0|33.0|19.0|47.9|27.8|37.8|44.2|1842.0|5307.0|769.0|1506.0|59.0|705.0|121.0|849.0|0.284|0.393|0.401|0.794|117.0||||||||| |||||*2H785/96|Wally Schang
1503|1503|1958|Birdie Tebbetts|1st|8|3.0%|17.0|25.0|14.0|3.9|6.2|5.0|44.2|1162.0|3704.0|357.0|1000.0|38.0|469.0|29.0|389.0|0.27|0.341|0.358|0.7|81.0||||||||| |||||*2H|Birdie Tebbetts
1504|1504|1958|Glenn Wright|10th|8|3.0%|33.0|27.0|11.0|25.3|24.5|24.9|55.4|1119.0|4153.0|584.0|1219.0|94.0|723.0|38.0|209.0|0.294|0.328|0.447|0.775|99.0||||||||| |||||*6H/3459|Glenn Wright
1505|1505|1958|Howard Ehmke|9th|7|2.6%|32.0|12.0|15.0|39.2|32.6|35.9|61.4|429.0|1009.0|71.0|210.0|0.0|73.0|5.0|26.0|0.208|0.228|0.258|0.486|29.0|166.0|166.0|3.75|104.0|1.388|427.0|338.0|15.0|2820.2|2873.0|103.0|1042.0|1030.0|*1/H|Howard Ehmke
1506|1506|1958|Billy Herman|3rd|7|2.6%|147.0|38.0|15.0|57.3|37.7|47.5|57.1|1922.0|7707.0|1163.0|2345.0|47.0|839.0|67.0|737.0|0.304|0.367|0.407|0.774|112.0||||||||| |||||*45/3H|Billy Herman HOF
1507|1507|1958|Eddie Rommel|7th|7|2.6%|49.0|23.0|13.0|49.8|37.4|43.6|61.4|508.0|826.0|80.0|164.0|1.0|59.0|1.0|62.0|0.199|0.255|0.245|0.499|28.0|171.0|119.0|3.54|121.0|1.35|501.0|249.0|30.0|2557.0|2729.0|138.0|724.0|599.0|*1/7H49|Eddie Rommel
1508|1508|1958|Stan Hack|6th|6|2.3%|76.0|38.0|16.0|55.5|37.5|46.5|55.7|1938.0|7278.0|1239.0|2193.0|57.0|642.0|165.0|1092.0|0.301|0.394|0.397|0.791|119.0||||||||| |||||*5H3|Stan Hack
1509|1509|1958|Mel Harder|6th|6|2.3%|51.0|21.0|20.0|44.3|38.0|41.1|61.4|584.0|1203.0|89.0|199.0|4.0|93.0|2.0|39.0|0.165|0.194|0.215|0.409|7.0|223.0|186.0|3.8|113.0|1.408|582.0|433.0|24.0|3426.1|3706.0|161.0|1118.0|1161.0|*1/H|Mel Harder
1510|1510|1958|Pinky Higgins|3rd|6|2.3%|27.0|30.0|14.0|26.0|20.1|23.1|55.7|1802.0|6636.0|931.0|1941.0|140.0|1075.0|61.0|800.0|0.292|0.37|0.428|0.798|107.0||||||||| |||||*5H/46|Pinky Higgins
1511|1511|1958|Carl Mays|1st|6|2.3%|114.0|41.0|15.0|51.2|39.3|45.3|61.4|502.0|1085.0|113.0|291.0|5.0|111.0|1.0|66.0|0.268|0.313|0.35|0.663|82.0|207.0|126.0|2.92|119.0|1.207|490.0|325.0|31.0|3021.1|2912.0|73.0|734.0|862.0|*1/H|Carl Mays
1512|1512|1958|Pete Reiser|1st|6|2.3%|39.0|17.0|10.0|24.5|24.3|24.4|58.1|861.0|2662.0|473.0|786.0|58.0|368.0|87.0|343.0|0.295|0.38|0.45|0.829|128.0||||||||| |||||*87H5/96|Pete Reiser
1513|1513|1958|Charlie Root|5th|6|2.3%|61.0|28.0|17.0|37.5|26.3|31.9|61.4|632.0|1086.0|86.0|196.0|11.0|93.0|1.0|44.0|0.18|0.217|0.266|0.483|28.0|201.0|160.0|3.59|111.0|1.295|632.0|341.0|42.0|3197.1|3252.0|189.0|889.0|1459.0|*1|Charlie Root
1514|1514|1958|Arky Vaughan|5th|6|2.3%|116.0|53.0|14.0|78.0|53.2|65.6|55.4|1817.0|6622.0|1173.0|2103.0|96.0|926.0|118.0|937.0|0.318|0.406|0.453|0.859|136.0||||||||| |||||*65H7/4|Arky Vaughan HOF
1515|1515|1958|Cy Williams|12th|6|2.3%|44.0|31.0|19.0|37.5|26.0|31.8|58.1|2002.0|6780.0|1024.0|1981.0|251.0|1005.0|115.0|690.0|0.292|0.365|0.47|0.835|125.0||||||||| |||||*8*9H7|Cy Williams
1516|1516|1958|Bullet Joe Bush|1st|5|1.9%|63.0|22.0|17.0|37.2|33.6|35.4|61.4|580.0|1239.0|128.0|313.0|7.0|140.0|4.0|53.0|0.253|0.283|0.345|0.628|72.0|196.0|184.0|3.51|100.0|1.378|488.0|370.0|20.0|3085.1|2990.0|96.0|1263.0|1318.0|*1H/798|Bullet Joe Bush
1517|1517|1958|Frankie Crosetti|4th|5|1.9%|58.0|23.0|17.0|24.5|19.4|21.9|55.4|1683.0|6277.0|1006.0|1541.0|98.0|649.0|113.0|792.0|0.245|0.341|0.354|0.695|83.0||||||||| |||||*65H/4|Frankie Crosetti
1518|1518|1958|Joe Dugan|6th|5|1.9%|22.0|13.0|14.0|9.9|11.0|10.5|55.7|1447.0|5410.0|665.0|1516.0|42.0|567.0|37.0|250.0|0.28|0.317|0.372|0.689|82.0||||||||| |||||*564H/7|Joe Dugan
1519|1519|1958|Orval Grove|1st|5|1.9%|6.0|4.0|10.0|1.7|4.0|2.9|61.4|207.0|373.0|23.0|48.0|1.0|19.0|0.0|31.0|0.129|0.201|0.158|0.36|4.0|63.0|73.0|3.78|92.0|1.429|207.0|152.0|4.0|1176.2|1237.0|62.0|444.0|374.0|1|Orval Grove
1520|1520|1958|Fielder Jones|4th|5|1.9%|33.0|23.0|15.0|43.3|28.9|36.1|58.1|1788.0|6747.0|1180.0|1920.0|21.0|631.0|359.0|817.0|0.285|0.368|0.347|0.715|112.0||||||||| |||||*O*89/H6|Fielder Jones
1521|1521|1958|Freddie Lindstrom|3rd|5|1.9%|56.0|26.0|13.0|28.3|26.4|27.4|55.7|1438.0|5611.0|895.0|1747.0|103.0|779.0|84.0|334.0|0.311|0.351|0.449|0.8|110.0||||||||| |||||*5879H/46|Freddie Lindstrom HOF
1522|1522|1958|Firpo Marberry|3rd|5|1.9%|48.0|24.0|14.0|30.6|27.0|28.8|32.5|551.0|668.0|60.0|128.0|1.0|65.0|2.0|22.0|0.192|0.224|0.237|0.461|20.0|148.0|88.0|3.63|116.0|1.323|551.0|186.0|99.0|2067.1|2049.0|96.0|686.0|822.0|*1|Firpo Marberry
1523|1523|1958|Bob Meusel|10th|5|1.9%|69.0|31.0|11.0|28.2|23.6|25.9|56.7|1407.0|5475.0|826.0|1693.0|156.0|1071.0|143.0|375.0|0.309|0.356|0.497|0.852|118.0||||||||| |||||*7*958H/3|Bob Meusel
1524|1524|1958|Moe Berg|1st|4|1.5%|0.0|0.0|15.0|-4.6|0.8|-1.9|44.2|663.0|1813.0|150.0|441.0|6.0|206.0|12.0|78.0|0.243|0.278|0.299|0.577|49.0||||||||| |||||*26H/453|Moe Berg
1525|1525|1958|Max Bishop|3rd|4|1.5%|28.0|29.0|12.0|38.1|29.7|33.9|57.1|1338.0|4494.0|966.0|1216.0|41.0|379.0|40.0|1156.0|0.271|0.423|0.366|0.789|103.0||||||||| |||||*4H/36|Max Bishop
1526|1526|1958|Dolph Camilli|3rd|4|1.5%|56.0|26.0|12.0|43.3|40.0|41.7|53.8|1490.0|5353.0|936.0|1482.0|239.0|950.0|60.0|947.0|0.277|0.388|0.492|0.88|136.0||||||||| |||||*3/H|Dolph Camilli
1527|1527|1958|Cookie Lavagetto|1st|4|1.5%|16.0|16.0|10.0|12.9|13.4|13.1|55.7|1043.0|3509.0|487.0|945.0|40.0|486.0|63.0|485.0|0.269|0.36|0.377|0.737|99.0||||||||| |||||*54H/36|Cookie Lavagetto
1528|1528|1958|Ernie Lombardi|4th|4|1.5%|133.0|42.0|17.0|37.8|24.1|30.9|44.2|1853.0|5855.0|601.0|1792.0|190.0|990.0|8.0|430.0|0.306|0.358|0.46|0.818|126.0||||||||| |||||*2*H|Ernie Lombardi HOF
1529|1529|1958|Urban Shocker|5th|4|1.5%|65.0|33.0|13.0|58.6|45.1|51.9|61.4|412.0|798.0|89.0|167.0|1.0|70.0|1.0|139.0|0.209|0.334|0.249|0.584|55.0|187.0|117.0|3.17|124.0|1.255|412.0|317.0|25.0|2681.2|2709.0|130.0|657.0|983.0|*1/H|X-Urban Shocker
1530|1530|1958|George Uhle|2nd|4|1.5%|52.0|21.0|17.0|55.7|44.5|50.1|61.4|722.0|1360.0|172.0|393.0|9.0|190.0|6.0|98.0|0.289|0.339|0.384|0.722|86.0|200.0|166.0|3.99|106.0|1.405|513.0|368.0|27.0|3119.2|3417.0|119.0|966.0|1135.0|*1H|George Uhle
1531|1531|1958|Charlie Berry|2nd|3|1.1%|0.0|4.0|11.0|5.9|6.9|6.4|44.2|709.0|2018.0|196.0|539.0|23.0|256.0|13.0|160.0|0.267|0.322|0.374|0.696|84.0||||||||| |||||*2H|Charlie Berry
1532|1532|1958|Mort Cooper|2nd|3|1.1%|90.0|30.0|11.0|32.7|31.7|32.2|61.4|297.0|654.0|50.0|127.0|6.0|68.0|0.0|23.0|0.194|0.223|0.246|0.469|29.0|128.0|75.0|2.97|124.0|1.215|295.0|239.0|15.0|1840.2|1666.0|84.0|571.0|913.0|1/H|Mort Cooper
1533|1533|1958|Tony Cuccinello|2nd|3|1.1%|21.0|20.0|15.0|33.9|27.2|30.5|57.1|1704.0|6184.0|730.0|1729.0|94.0|884.0|42.0|579.0|0.28|0.343|0.394|0.737|104.0||||||||| |||||*4*5H/6|Tony Cuccinello
1534|1534|1958|Bill Doak|1st|3|1.1%|48.0|22.0|16.0|23.3|23.8|23.6|61.4|453.0|905.0|40.0|115.0|1.0|30.0|0.0|30.0|0.127|0.157|0.158|0.315|-9.0|169.0|157.0|2.98|107.0|1.267|453.0|369.0|16.0|2782.2|2676.0|71.0|851.0|1014.0|*1|Bill Doak
1535|1535|1958|Lew Fonseca|4th|3|1.1%|45.0|21.0|12.0|14.1|14.7|14.4|53.8|937.0|3404.0|518.0|1075.0|31.0|485.0|64.0|186.0|0.316|0.355|0.432|0.788|103.0|0.0|0.0|0.0||0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|*3*47H/5961|Lew Fonseca
1536|1536|1958|Mike González|4th|3|1.1%|0.0|19.0|17.0|9.4|9.9|9.7|44.2|1042.0|2829.0|283.0|717.0|13.0|263.0|52.0|231.0|0.253|0.314|0.324|0.638|81.0||||||||| |||||*2H3/97|Mike González
1537|1537|1958|Frankie Gustine|1st|3|1.1%|12.0|14.0|12.0|8.6|11.6|10.1|55.7|1261.0|4582.0|553.0|1214.0|38.0|480.0|60.0|369.0|0.265|0.322|0.359|0.681|87.0||||||||| |||||*4*5*6H/23|Frankie Gustine
1538|1538|1958|Willie Kamm|1st|3|1.1%|5.0|20.0|13.0|35.5|26.2|30.8|55.7|1693.0|5851.0|802.0|1643.0|29.0|827.0|126.0|824.0|0.281|0.372|0.384|0.756|97.0||||||||| |||||*5/H|Willie Kamm
1539|1539|1958|Bob O'Farrell|2nd|3|1.1%|34.0|29.0|21.0|21.6|18.9|20.3|44.2|1492.0|4101.0|517.0|1120.0|51.0|549.0|35.0|547.0|0.273|0.36|0.388|0.748|98.0||||||||| |||||*2H|Bob O'Farrell
1540|1540|1958|Luke Sewell|2nd|3|1.1%|38.0|23.0|20.0|4.7|7.5|6.1|44.2|1630.0|5383.0|653.0|1393.0|20.0|698.0|66.0|486.0|0.259|0.323|0.341|0.665|70.0||||||||| |||||*2H/39745|Luke Sewell
1541|1541|1958|Billy Werber|4th|3|1.1%|33.0|22.0|11.0|26.1|23.5|24.8|55.7|1295.0|5024.0|875.0|1363.0|78.0|539.0|215.0|701.0|0.271|0.364|0.392|0.756|98.0||||||||| |||||*567/H948|Billy Werber
1542|1542|1958|Jimmie Wilson|10th|3|1.1%|45.0|26.0|18.0|11.3|10.6|11.0|44.2|1525.0|4778.0|580.0|1358.0|32.0|621.0|86.0|356.0|0.284|0.336|0.37|0.707|82.0||||||||| |||||*2H/34879|Jimmie Wilson
1543|1543|1958|Wally Berger|2nd|2|0.8%|60.0|29.0|11.0|42.5|35.9|39.2|58.1|1350.0|5163.0|809.0|1550.0|242.0|898.0|36.0|435.0|0.3|0.359|0.522|0.881|138.0||||||||| |||||*8*7H/39|Wally Berger
1544|1544|1958|Ossie Bluege|5th|2|0.8%|8.0|18.0|18.0|28.5|20.2|24.4|55.7|1867.0|6440.0|883.0|1751.0|43.0|848.0|140.0|723.0|0.272|0.352|0.356|0.707|85.0||||||||| |||||*564H/37|Ossie Bluege
1545|1545|1958|Doc Cramer|2nd|2|0.8%|81.0|30.0|20.0|13.4|13.6|13.5|58.1|2239.0|9140.0|1357.0|2705.0|37.0|842.0|62.0|572.0|0.296|0.34|0.375|0.715|87.0|0.0|0.0|4.5|118.0|1.5|1.0|0.0|0.0|4.0|3.0|0.0|3.0|1.0|*8H97/16|Doc Cramer
1546|1546|1958|Tommy Holmes|1st|2|0.8%|55.0|22.0|11.0|35.5|32.4|34.0|56.7|1320.0|4992.0|698.0|1507.0|88.0|581.0|40.0|480.0|0.302|0.366|0.432|0.798|122.0||||||||| |||||*9*8H7|Tommy Holmes
1547|1547|1958|George Kelly|5th|2|0.8%|48.0|22.0|16.0|25.3|24.1|24.7|53.8|1622.0|5993.0|819.0|1778.0|148.0|1020.0|65.0|386.0|0.297|0.342|0.452|0.794|109.0|1.0|0.0|0.0||1.0|1.0|0.0|0.0|5.0|4.0|0.0|1.0|2.0|*34H/79851|George Kelly HOF
1548|1548|1958|Ray Kremer|2nd|2|0.8%|63.0|21.0|10.0|25.1|26.3|25.7|61.4|309.0|687.0|57.0|122.0|5.0|69.0|0.0|37.0|0.178|0.22|0.249|0.469|20.0|143.0|85.0|3.76|113.0|1.326|308.0|247.0|9.0|1954.2|2108.0|123.0|483.0|516.0|*1/H|Ray Kremer
1549|1549|1958|Freddy Leach|1st|2|0.8%|22.0|17.0|10.0|7.7|9.5|8.6|53.4|991.0|3733.0|543.0|1147.0|72.0|509.0|32.0|163.0|0.307|0.341|0.446|0.787|101.0||||||||| |||||*7*8H9/3|Freddy Leach
1550|1550|1958|Joe McCarthy|5th|2|0.8%||||||||||||||||||||||||||||| ||||||X-Joe McCarthy HOF
1551|1551|1958|Marty McManus|1st|2|0.8%|26.0|30.0|15.0|34.1|24.3|29.2|57.1|1831.0|6660.0|1008.0|1926.0|120.0|992.0|126.0|675.0|0.289|0.357|0.43|0.787|102.0||||||||| |||||*4*53H6/9|Marty McManus
1552|1552|1958|Lee Meadows|1st|2|0.8%|39.0|20.0|15.0|28.3|25.1|26.7|61.4|498.0|1117.0|80.0|201.0|5.0|75.0|0.0|34.0|0.18|0.208|0.23|0.438|21.0|188.0|180.0|3.37|106.0|1.34|490.0|406.0|7.0|3160.2|3280.0|85.0|956.0|1063.0|*1/H|Lee Meadows
1553|1553|1958|Van Mungo|3rd|2|0.8%|34.0|12.0|14.0|32.9|29.5|31.2|61.4|410.0|787.0|56.0|174.0|0.0|74.0|1.0|29.0|0.221|0.25|0.262|0.511|40.0|120.0|115.0|3.47|110.0|1.337|364.0|259.0|16.0|2113.0|1957.0|89.0|868.0|1242.0|*1H/79|Van Mungo
1554|1554|1958|Cy Perkins|1st|2|0.8%|0.0|23.0|17.0|11.8|13.2|12.5|44.2|1171.0|3604.0|329.0|933.0|30.0|409.0|18.0|301.0|0.259|0.319|0.352|0.67|76.0||||||||| |||||*2H/6345|Cy Perkins
