|player|hof_monitor|hof_standard|experience|WAR_career|WAR_peak7|JAWS|JAWS_pos|G|AB|R|H|HR|RBI|SB|BB|batting_avg|onbase_perc|slugging_perc|onbase_plus_slugging|onbase_plus_slugging_plus|W|L|earned_run_avg|earned_run_avg_plus|whip|G_p|GS|SV|IP|H_p|HR_p|BB_p|SO_p|pos_summary|is_in_hof|years_on_ballot
603|Boog Powell|45.0|25.0|17.0|39.1|30.8|34.9|53.8|2042.0|6681.0|889.0|1776.0|339.0|1187.0|20.0|1001.0|0.266|0.361|0.462|0.822|134.0||||||||| |||||*3*7H/D9|False|1
604|Ray Sadecki|21.0|13.0|18.0|19.3|19.7|19.5|61.4|543.0|789.0|59.0|151.0|5.0|56.0|0.0|27.0|0.191|0.219|0.247|0.466|28.0|135.0|131.0|3.78|98.0|1.351|563.0|328.0|7.0|2500.1|2456.0|240.0|922.0|1614.0|*1/H|False|1
605|Felix Millan|24.0|13.0|12.0|17.6|17.9|17.8|57.1|1480.0|5791.0|699.0|1617.0|22.0|403.0|67.0|318.0|0.279|0.322|0.343|0.665|87.0||||||||| |||||*4H/56|False|1
606|Tommy Helms|14.0|12.0|14.0|8.6|10.4|9.5|57.1|1435.0|4997.0|414.0|1342.0|34.0|477.0|33.0|231.0|0.269|0.3|0.342|0.642|79.0||||||||| |||||*45H6/D|False|1
607|Dave Giusti|16.0|9.0|15.0|18.8|15.0|16.9|32.5|647.0|412.0|29.0|77.0|4.0|46.0|0.0|23.0|0.187|0.235|0.25|0.485|41.0|100.0|93.0|3.6|95.0|1.296|668.0|133.0|145.0|1716.2|1654.0|126.0|570.0|1103.0|*1/H|False|1
608|Diego Segui|4.0|6.0|15.0|12.6|13.9|13.3|32.5|510.0|384.0|26.0|58.0|4.0|24.0|0.0|14.0|0.151|0.183|0.201|0.383|7.0|92.0|111.0|3.81|96.0|1.351|639.0|171.0|71.0|1807.2|1656.0|185.0|786.0|1298.0|*1/H|False|1
609|Bill Singer|27.0|15.0|14.0|18.7|21.6|20.2|61.4|193.0|413.0|20.0|45.0|0.0|13.0|0.0|14.0|0.109|0.148|0.136|0.284|-16.0|118.0|127.0|3.39|99.0|1.257|322.0|308.0|2.0|2174.0|1952.0|132.0|781.0|1515.0|*1/H|False|1
610|Cookie Rojas|20.0|12.0|16.0|9.1|13.1|11.1|57.1|1822.0|6309.0|713.0|1660.0|54.0|593.0|74.0|396.0|0.263|0.306|0.337|0.643|83.0|0.0|0.0|0.0||1.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|*4H8756/D9231|False|1
611|Jim Wynn|36.0|30.0|15.0|55.7|43.3|49.5|58.1|1920.0|6653.0|1105.0|1665.0|291.0|964.0|225.0|1224.0|0.25|0.366|0.436|0.802|129.0||||||||| |||||*8*97HD/65|False|1
612|Doug Rader|5.0|15.0|11.0|24.3|19.6|21.9|55.7|1465.0|5186.0|631.0|1302.0|155.0|722.0|37.0|528.0|0.251|0.322|0.403|0.725|106.0||||||||| |||||*53HD/69|False|1
613|Gary Nolan|43.0|26.0|10.0|25.9|25.0|25.4|61.4|247.0|529.0|36.0|73.0|1.0|32.0|0.0|38.0|0.138|0.195|0.176|0.371|5.0|110.0|70.0|3.08|117.0|1.145|250.0|247.0|0.0|1674.2|1505.0|146.0|413.0|1039.0|1/H|False|1
614|Bill Melton|11.0|15.0|10.0|18.7|18.0|18.4|55.7|1144.0|3971.0|496.0|1004.0|160.0|591.0|23.0|479.0|0.253|0.337|0.419|0.756|112.0||||||||| |||||*5D9H3/7|False|1
615|Ken McMullen|0.0|13.0|16.0|34.0|29.9|32.0|55.7|1583.0|5131.0|568.0|1273.0|156.0|606.0|20.0|510.0|0.248|0.316|0.383|0.699|104.0||||||||| |||||*5H3D/7694|False|1
616|Carlos May|9.0|12.0|10.0|10.5|12.1|11.3|53.4|1165.0|4120.0|545.0|1127.0|90.0|536.0|85.0|512.0|0.274|0.357|0.392|0.749|111.0||||||||| |||||*7D3H/9|False|1
617|Randy Hundley|5.0|22.0|14.0|11.6|13.4|12.5|44.2|1061.0|3442.0|311.0|813.0|82.0|381.0|12.0|271.0|0.236|0.292|0.35|0.642|77.0||||||||| |||||*2H/D|False|1
618|Joe Hoerner|8.0|15.0|14.0|10.1|12.1|11.1|32.5|402.0|59.0|2.0|6.0|1.0|3.0|0.0|2.0|0.102|0.131|0.169|0.301|-16.0|39.0|34.0|2.99|121.0|1.243|493.0|0.0|98.0|563.0|519.0|50.0|181.0|412.0|*1|False|1
619|Al Downing|27.0|18.0|17.0|21.0|19.7|20.4|61.4|409.0|717.0|36.0|91.0|2.0|51.0|0.0|37.0|0.127|0.169|0.16|0.33|-5.0|123.0|107.0|3.22|106.0|1.269|405.0|317.0|3.0|2268.1|1946.0|177.0|933.0|1639.0|*1/H|False|1
620|Pat Dobson|28.0|13.0|11.0|16.7|17.3|17.0|61.4|252.0|317.0|13.0|39.0|0.0|12.0|0.0|11.0|0.123|0.155|0.136|0.291|-16.0|122.0|129.0|3.54|100.0|1.277|414.0|279.0|19.0|2120.1|2043.0|197.0|665.0|1301.0|*1|False|1
621|Larry Dierker|21.0|20.0|14.0|31.9|28.4|30.2|61.4|357.0|789.0|38.0|107.0|4.0|46.0|0.0|12.0|0.136|0.149|0.169|0.317|-9.0|139.0|123.0|3.31|103.0|1.217|356.0|329.0|1.0|2333.2|2130.0|184.0|711.0|1493.0|*1/H|False|1
622|Mike Cuellar|96.0|35.0|15.0|26.9|25.5|26.2|61.4|316.0|661.0|37.0|76.0|7.0|33.0|0.0|9.0|0.115|0.128|0.171|0.299|-15.0|185.0|130.0|3.14|109.0|1.197|453.0|379.0|11.0|2808.0|2538.0|222.0|822.0|1632.0|*1/H|False|1
623|Wilbur Wood|63.0|21.0|17.0|50.0|45.7|47.9|61.4|460.0|322.0|11.0|27.0|0.0|13.0|1.0|20.0|0.084|0.14|0.09|0.23|-33.0|164.0|156.0|3.24|114.0|1.232|651.0|297.0|57.0|2684.0|2582.0|209.0|724.0|1411.0|*1|False|6
624|Jim Fregosi|21.0|21.0|18.0|48.7|41.0|44.8|55.4|1902.0|6523.0|844.0|1726.0|151.0|706.0|76.0|715.0|0.265|0.338|0.398|0.736|113.0||||||||| |||||*635HD/74|False|1
625|Davey Johnson|38.0|19.0|13.0|27.4|23.4|25.4|57.1|1435.0|4797.0|564.0|1252.0|136.0|609.0|33.0|559.0|0.261|0.34|0.404|0.744|110.0||||||||| |||||*43H65|False|1
626|Jim Bouton|26.0|9.0|10.0|7.5|9.8|8.7|61.4|307.0|347.0|8.0|35.0|0.0|21.0|0.0|14.0|0.101|0.142|0.11|0.252|-28.0|62.0|63.0|3.57|99.0|1.264|304.0|144.0|6.0|1238.2|1131.0|127.0|435.0|720.0|*1/H|False|1
627|Mickey Stanley|10.0|8.0|15.0|17.3|14.7|16.0|58.1|1516.0|5022.0|641.0|1243.0|117.0|500.0|44.0|371.0|0.248|0.298|0.377|0.675|90.0||||||||| |||||*8H3967/5D4|False|1
628|Clay Carroll|47.0|18.0|15.0|17.7|15.8|16.7|32.5|694.0|208.0|17.0|27.0|1.0|7.0|0.0|7.0|0.13|0.158|0.144|0.302|-15.0|96.0|73.0|2.94|121.0|1.284|731.0|28.0|143.0|1353.1|1296.0|67.0|442.0|681.0|*1|False|2
629|Nelson Briles|25.0|14.0|14.0|20.8|18.6|19.7|61.4|333.0|469.0|29.0|72.0|3.0|29.0|0.0|21.0|0.154|0.192|0.2|0.392|12.0|129.0|112.0|3.44|103.0|1.273|452.0|279.0|22.0|2111.2|2141.0|186.0|547.0|1163.0|*1|False|1
630|Bob Bailey|0.0|16.0|17.0|28.7|23.5|26.1|55.7|1931.0|6082.0|772.0|1564.0|189.0|773.0|85.0|852.0|0.257|0.347|0.403|0.75|111.0||||||||| |||||*5*7H3D/689|False|1
631|Ron Fairly|15.0|23.0|21.0|35.1|24.0|29.5|53.8|2442.0|7184.0|931.0|1913.0|215.0|1044.0|35.0|1052.0|0.266|0.36|0.408|0.768|117.0||||||||| |||||*3*9*H78D|False|2
632|Jim Colborn|13.0|6.0|10.0|15.9|16.5|16.2|61.4|94.0|55.0|0.0|4.0|0.0|1.0|0.0|2.0|0.073|0.105|0.109|0.214|-39.0|83.0|88.0|3.8|98.0|1.311|301.0|204.0|7.0|1597.1|1619.0|153.0|475.0|688.0|*1|False|1
633|Lou Brock|152.0|43.0|19.0|45.3|32.0|38.6|53.4|2616.0|10332.0|1610.0|3023.0|149.0|900.0|938.0|761.0|0.293|0.343|0.41|0.753|109.0||||||||| |||||*79H8|True|1
634|Catfish Hunter|134.0|42.0|15.0|40.9|34.9|37.9|61.4|304.0|658.0|60.0|149.0|6.0|51.0|2.0|8.0|0.226|0.234|0.287|0.521|52.0|224.0|166.0|3.26|104.0|1.134|500.0|476.0|1.0|3449.1|2958.0|374.0|954.0|2012.0|*1/H3|True|3
635|Mickey Lolich|99.0|37.0|16.0|48.0|37.8|42.9|61.4|477.0|821.0|63.0|90.0|0.0|31.0|1.0|105.0|0.11|0.215|0.121|0.335|-2.0|217.0|191.0|3.44|104.0|1.227|586.0|496.0|10.0|3638.1|3366.0|347.0|1099.0|2832.0|*1/H|False|15
636|Ken Holtzman|62.0|24.0|15.0|27.3|24.3|25.8|61.4|283.0|607.0|35.0|99.0|2.0|34.0|0.0|17.0|0.163|0.186|0.208|0.393|8.0|174.0|150.0|3.49|105.0|1.289|451.0|410.0|3.0|2867.1|2787.0|249.0|910.0|1601.0|*1/H|False|2
637|Jim Lonborg|44.0|18.0|15.0|14.3|17.2|15.7|61.4|426.0|770.0|41.0|105.0|3.0|43.0|1.0|51.0|0.136|0.191|0.175|0.366|3.0|157.0|137.0|3.86|95.0|1.308|425.0|368.0|4.0|2464.1|2400.0|233.0|823.0|1475.0|*1/H|False|2
638|Andy Messersmith|66.0|30.0|12.0|40.2|34.2|37.2|61.4|347.0|729.0|49.0|124.0|5.0|54.0|1.0|46.0|0.17|0.219|0.232|0.451|29.0|130.0|99.0|2.86|121.0|1.143|344.0|295.0|14.0|2230.1|1719.0|174.0|831.0|1625.0|*1/H|False|2
639|Don Kessinger|44.0|19.0|16.0|8.9|11.3|10.1|55.4|2078.0|7651.0|899.0|1931.0|14.0|527.0|100.0|684.0|0.252|0.314|0.312|0.626|73.0||||||||| |||||*64H/53|False|1
640|Dock Ellis|18.0|15.0|12.0|14.2|14.5|14.4|61.4|292.0|489.0|42.0|65.0|0.0|23.0|4.0|27.0|0.133|0.178|0.141|0.319|-9.0|138.0|119.0|3.46|104.0|1.288|345.0|317.0|1.0|2128.0|2067.0|140.0|674.0|1136.0|*1H|False|1
641|Rico Carty|32.0|25.0|15.0|32.7|27.5|30.1|53.4|1651.0|5606.0|712.0|1677.0|204.0|890.0|21.0|642.0|0.299|0.369|0.464|0.833|132.0||||||||| |||||*7*DH3/295|False|1
642|Jesus Alou|3.0|6.0|15.0|0.8|5.6|3.2|56.7|1380.0|4345.0|448.0|1216.0|32.0|377.0|31.0|138.0|0.28|0.305|0.353|0.658|86.0||||||||| |||||*9*7*HD/83|False|1
643|Ed Kranepool|7.0|6.0|18.0|4.2|8.9|6.6|53.8|1853.0|5436.0|536.0|1418.0|118.0|614.0|15.0|454.0|0.261|0.316|0.377|0.693|98.0||||||||| |||||*3*H79/8|False|1
644|George Scott|44.0|20.0|14.0|36.6|30.4|33.5|53.8|2034.0|7433.0|957.0|1992.0|271.0|1051.0|69.0|699.0|0.268|0.333|0.435|0.767|114.0||||||||| |||||*35HD|False|2
645|Bobby Tolan|19.0|8.0|13.0|10.1|16.7|13.4|58.1|1282.0|4238.0|572.0|1121.0|86.0|497.0|193.0|258.0|0.265|0.314|0.382|0.696|95.0||||||||| |||||*8*9H73|False|1
646|Roy White|18.0|23.0|15.0|46.8|37.0|41.9|53.4|1881.0|6650.0|964.0|1803.0|160.0|758.0|233.0|934.0|0.271|0.36|0.404|0.764|121.0||||||||| |||||*7HD89/534|False|1
647|Willie McCovey|111.0|45.0|22.0|64.5|44.8|54.6|53.8|2588.0|8197.0|1229.0|2211.0|521.0|1555.0|26.0|1345.0|0.27|0.374|0.515|0.889|147.0||||||||| |||||*3*H7/9D|True|1
648|Tim McCarver|39.0|25.0|21.0|28.3|21.4|24.8|44.2|1909.0|5529.0|590.0|1501.0|97.0|645.0|61.0|548.0|0.271|0.337|0.388|0.725|102.0||||||||| |||||*2*H3/75D|False|1
649|John Hiller|15.0|15.0|15.0|30.4|26.3|28.4|32.5|181.0|101.0|2.0|11.0|0.0|4.0|0.0|3.0|0.109|0.135|0.119|0.253|-27.0|87.0|76.0|2.83|134.0|1.268|545.0|43.0|125.0|1242.0|1040.0|110.0|535.0|1036.0|*1/H|False|1
650|Paul Blair|36.0|9.0|17.0|37.7|35.3|36.5|58.1|1947.0|6042.0|776.0|1513.0|134.0|620.0|171.0|449.0|0.25|0.302|0.382|0.684|96.0||||||||| |||||*8H97/45D63|False|1
651|J.R. Richard|64.0|24.0|10.0|22.2|22.4|22.3|61.4|239.0|552.0|39.0|93.0|10.0|50.0|2.0|4.0|0.168|0.176|0.252|0.428|22.0|107.0|71.0|3.15|108.0|1.243|238.0|221.0|0.0|1606.0|1227.0|73.0|770.0|1493.0|1/H|False|1
652|Willie Horton|31.0|23.0|18.0|26.5|20.6|23.5|53.4|2028.0|7298.0|873.0|1993.0|325.0|1163.0|20.0|620.0|0.273|0.332|0.457|0.789|120.0||||||||| |||||*7*D9H/5|False|1
653|Manny Sanguillen|33.0|26.0|13.0|27.5|26.5|27.0|44.2|1448.0|5062.0|566.0|1500.0|65.0|585.0|35.0|223.0|0.296|0.326|0.398|0.724|102.0||||||||| |||||*2H9D3/7|False|1
654|Dave Cash|39.0|19.0|12.0|25.6|21.6|23.6|57.1|1422.0|5554.0|732.0|1571.0|21.0|426.0|120.0|424.0|0.283|0.334|0.358|0.692|93.0||||||||| |||||*4H5/6|False|1
655|Jack Billingham|32.0|15.0|13.0|7.4|11.6|9.5|61.4|396.0|559.0|21.0|62.0|0.0|23.0|0.0|27.0|0.111|0.152|0.125|0.277|-21.0|145.0|113.0|3.83|94.0|1.354|476.0|305.0|15.0|2231.1|2272.0|176.0|750.0|1141.0|*1|False|1
656|Jose Cardenal|6.0|17.0|18.0|20.7|17.1|18.9|58.1|2017.0|6964.0|936.0|1913.0|138.0|775.0|329.0|608.0|0.275|0.333|0.395|0.728|103.0||||||||| |||||*8*9*7H3/546|False|1
657|Bud Harrelson|19.0|18.0|16.0|20.3|18.2|19.3|55.4|1533.0|4744.0|539.0|1120.0|7.0|267.0|127.0|633.0|0.236|0.327|0.288|0.616|76.0||||||||| |||||*6H4/57|False|1
658|Vic Davalillo|12.0|8.0|16.0|15.7|15.9|15.8|58.1|1458.0|4017.0|510.0|1122.0|36.0|329.0|125.0|212.0|0.279|0.315|0.364|0.68|94.0|0.0|0.0|inf|17.0||2.0|0.0|0.0|0.0|2.0|0.0|2.0|0.0|*8*H973/D1|False|1
659|Darold Knowles|21.0|9.0|16.0|12.0|14.5|13.3|32.5|634.0|125.0|2.0|15.0|0.0|11.0|0.0|9.0|0.12|0.184|0.136|0.32|-7.0|66.0|74.0|3.12|113.0|1.361|765.0|8.0|143.0|1092.0|1006.0|65.0|480.0|681.0|*1/H|False|1
660|Bobby Bonds|66.0|36.0|14.0|57.8|41.1|49.5|56.7|1849.0|7043.0|1258.0|1886.0|332.0|1024.0|461.0|914.0|0.268|0.353|0.471|0.824|129.0||||||||| |||||*98D7H|False|11
661|Mike Marshall|48.0|11.0|14.0|18.1|19.7|18.9|32.5|555.0|179.0|11.0|35.0|1.0|16.0|0.0|17.0|0.196|0.266|0.218|0.484|38.0|97.0|112.0|3.14|118.0|1.294|724.0|24.0|188.0|1386.2|1281.0|79.0|514.0|880.0|*1/H|False|1
662|Sal Bando|35.0|25.0|16.0|61.5|44.4|53.0|55.7|2019.0|7060.0|982.0|1790.0|242.0|1039.0|75.0|1031.0|0.254|0.352|0.408|0.76|119.0|0.0|0.0|6.0|78.0|1.0|1.0|0.0|0.0|3.0|3.0|0.0|0.0|0.0|*5DH/36471|False|1
663|Steve Stone|25.0|7.0|11.0|17.1|16.1|16.6|61.4|159.0|219.0|9.0|22.0|0.0|7.0|0.0|11.0|0.1|0.147|0.11|0.257|-28.0|107.0|93.0|3.97|98.0|1.355|320.0|269.0|1.0|1788.1|1707.0|184.0|716.0|1065.0|*1/DH|False|1
664|Jerry Grote|27.0|22.0|16.0|15.1|14.1|14.6|44.2|1421.0|4339.0|352.0|1092.0|39.0|404.0|15.0|399.0|0.252|0.316|0.326|0.642|83.0||||||||| |||||*2H/597|False|1
665|Willie Stargell|107.0|44.0|21.0|57.5|38.0|47.7|53.4|2360.0|7927.0|1194.0|2232.0|475.0|1540.0|17.0|937.0|0.282|0.36|0.529|0.889|147.0||||||||| |||||*7*3H9/8|True|1
666|Luis Tiant|97.0|41.0|19.0|66.1|44.1|55.1|61.4|305.0|513.0|36.0|84.0|5.0|44.0|1.0|13.0|0.164|0.185|0.224|0.409|17.0|229.0|172.0|3.3|114.0|1.199|573.0|484.0|15.0|3486.1|3075.0|346.0|1104.0|2416.0|*1|False|15
667|Sparky Lyle|65.0|18.0|16.0|23.2|19.1|21.2|32.5|419.0|78.0|8.0|15.0|0.0|4.0|1.0|5.0|0.192|0.241|0.218|0.459|31.0|99.0|76.0|2.88|128.0|1.275|899.0|0.0|238.0|1390.1|1292.0|84.0|481.0|873.0|*1|False|4
668|Manny Mota|24.0|18.0|20.0|17.4|14.4|15.9|53.4|1536.0|3779.0|496.0|1149.0|31.0|438.0|50.0|289.0|0.304|0.355|0.389|0.744|112.0||||||||| |||||*7*H89/542|False|2
669|Mark Belanger|59.0|16.0|18.0|41.0|32.0|36.5|55.4|2016.0|5784.0|676.0|1316.0|20.0|389.0|167.0|576.0|0.228|0.3|0.28|0.58|68.0||||||||| |||||*6H/45|False|1
670|Reggie Smith|65.0|35.0|17.0|64.5|38.6|51.6|56.7|1987.0|7033.0|1123.0|2020.0|314.0|1092.0|137.0|890.0|0.287|0.366|0.489|0.855|137.0||||||||| |||||*9*83H/5D47|False|1
671|Lee May|35.0|21.0|18.0|27.3|21.8|24.5|53.8|2071.0|7609.0|959.0|2031.0|354.0|1244.0|39.0|487.0|0.267|0.313|0.459|0.772|116.0||||||||| |||||*3*DH79|False|1
672|Bill Lee|17.0|13.0|14.0|22.0|21.4|21.7|61.4|225.0|197.0|12.0|41.0|2.0|10.0|0.0|1.0|0.208|0.212|0.264|0.476|31.0|119.0|90.0|3.62|108.0|1.364|416.0|225.0|19.0|1944.1|2122.0|176.0|531.0|713.0|*1/HD|False|1
673|Al Hrabosky|6.0|23.0|13.0|10.3|10.6|10.5|32.5|430.0|56.0|4.0|8.0|0.0|6.0|0.0|4.0|0.143|0.213|0.179|0.392|9.0|64.0|35.0|3.1|122.0|1.294|545.0|1.0|97.0|722.0|619.0|50.0|315.0|548.0|*1/H|False|1
674|Willie Montanez|23.0|8.0|14.0|1.6|5.9|3.8|53.8|1632.0|5843.0|645.0|1604.0|139.0|802.0|32.0|465.0|0.275|0.327|0.402|0.729|102.0||||||||| |||||*38H9/D7|False|1
675|John Milner|0.0|13.0|12.0|12.5|11.7|12.1|53.4|1215.0|3436.0|455.0|855.0|131.0|498.0|31.0|504.0|0.249|0.344|0.413|0.757|112.0||||||||| |||||*3*7H/98|False|1
676|Doc Medich|9.0|11.0|11.0|19.6|18.0|18.8|61.4|33.0|54.0|3.0|5.0|0.0|1.0|0.0|4.0|0.093|0.155|0.093|0.248|-28.0|124.0|105.0|3.78|99.0|1.332|312.0|287.0|2.0|1996.2|2036.0|151.0|624.0|955.0|*1/HD|False|1
677|Lynn McGlothen|8.0|3.0|11.0|14.3|16.7|15.5|61.4|299.0|456.0|30.0|79.0|0.0|25.0|0.0|11.0|0.173|0.191|0.211|0.402|11.0|86.0|93.0|3.98|94.0|1.419|318.0|201.0|2.0|1497.2|1553.0|127.0|572.0|939.0|*1/H|False|1
678|John Mayberry|20.0|16.0|15.0|25.0|23.4|24.2|53.8|1620.0|5447.0|733.0|1379.0|255.0|879.0|20.0|881.0|0.253|0.36|0.439|0.799|123.0||||||||| |||||*3DH|False|1
679|Joe Rudi|29.0|12.0|16.0|25.5|23.6|24.6|53.4|1547.0|5556.0|684.0|1468.0|179.0|810.0|25.0|369.0|0.264|0.311|0.427|0.738|112.0||||||||| |||||*73HD9/85|False|1
680|Randy Jones|31.0|10.0|10.0|17.7|20.1|18.9|61.4|319.0|599.0|37.0|79.0|0.0|20.0|1.0|22.0|0.132|0.162|0.145|0.307|-11.0|100.0|123.0|3.42|101.0|1.251|305.0|285.0|2.0|1933.0|1915.0|129.0|503.0|735.0|*1/H|False|1
681|Jim Spencer|5.0|5.0|15.0|2.7|6.2|4.5|53.8|1553.0|4908.0|541.0|1227.0|146.0|599.0|11.0|407.0|0.25|0.307|0.387|0.694|98.0||||||||| |||||*3DH/7|False|1
682|Grant Jackson|13.0|11.0|18.0|14.1|12.8|13.4|32.5|530.0|236.0|20.0|32.0|2.0|17.0|0.0|7.0|0.136|0.164|0.178|0.342|-4.0|86.0|75.0|3.46|105.0|1.312|692.0|83.0|79.0|1358.2|1272.0|109.0|511.0|889.0|*1/H|False|1
683|Larry Hisle|22.0|18.0|14.0|25.0|24.6|24.8|53.4|1197.0|4205.0|652.0|1146.0|166.0|674.0|128.0|462.0|0.273|0.347|0.452|0.799|123.0||||||||| |||||*8*7D9H|False|1
684|Del Unser|1.0|8.0|15.0|16.7|17.2|17.0|58.1|1799.0|5215.0|617.0|1344.0|87.0|481.0|64.0|481.0|0.258|0.319|0.358|0.677|94.0||||||||| |||||*8*H937|False|1
685|Ross Grimsley|24.0|15.0|11.0|5.1|10.0|7.6|61.4|174.0|353.0|21.0|45.0|0.0|15.0|0.0|6.0|0.127|0.144|0.139|0.283|-19.0|124.0|99.0|3.81|92.0|1.306|345.0|295.0|3.0|2039.1|2105.0|202.0|559.0|750.0|*1/H|False|1
686|Rick Wise|35.0|22.0|18.0|36.3|28.2|32.2|61.4|341.0|668.0|60.0|130.0|15.0|66.0|0.0|27.0|0.195|0.228|0.308|0.537|51.0|188.0|181.0|3.69|101.0|1.289|506.0|455.0|0.0|3127.1|3227.0|261.0|804.0|1647.0|*1/H|False|1
687|Stan Bahnsen|14.0|13.0|16.0|22.7|22.4|22.6|61.4|414.0|479.0|22.0|56.0|1.0|19.0|0.0|19.0|0.117|0.152|0.148|0.3|-13.0|146.0|149.0|3.6|97.0|1.33|574.0|327.0|20.0|2529.0|2440.0|223.0|924.0|1359.0|*1/H|False|1
688|Johnny Bench|214.0|45.0|17.0|75.1|47.2|61.2|44.2|2158.0|7658.0|1091.0|2048.0|389.0|1376.0|68.0|891.0|0.267|0.342|0.476|0.817|126.0||||||||| |||||*253H79/8|True|1
689|Carl Yastrzemski|215.0|60.0|23.0|96.5|55.5|76.0|53.4|3308.0|11988.0|1816.0|3419.0|452.0|1844.0|168.0|1845.0|0.285|0.379|0.462|0.841|130.0||||||||| |||||*7*3*D8H5/9|True|1
690|Gaylord Perry|177.0|57.0|22.0|90.0|52.3|71.2|61.4|512.0|1076.0|48.0|141.0|6.0|47.0|0.0|22.0|0.131|0.153|0.164|0.316|-10.0|314.0|265.0|3.11|117.0|1.181|777.0|690.0|10.0|5350.0|4938.0|399.0|1379.0|3534.0|*1/H|True|3
691|Fergie Jenkins|132.0|53.0|19.0|84.1|51.4|67.8|61.4|413.0|896.0|54.0|148.0|13.0|85.0|0.0|41.0|0.165|0.2|0.252|0.452|23.0|284.0|226.0|3.34|115.0|1.142|664.0|594.0|7.0|4500.2|4142.0|484.0|997.0|3192.0|*1/H|True|3
692|Jim Kaat|130.0|44.0|25.0|50.5|38.1|44.3|61.4|840.0|1251.0|117.0|232.0|16.0|106.0|5.0|63.0|0.185|0.227|0.267|0.494|37.0|283.0|237.0|3.45|108.0|1.259|898.0|625.0|17.0|4530.1|4620.0|395.0|1083.0|2461.0|*1H/D|False|15
693|Bert Campaneris|76.0|27.0|19.0|53.1|36.7|44.9|55.4|2328.0|8684.0|1181.0|2249.0|79.0|646.0|649.0|618.0|0.259|0.311|0.342|0.653|89.0|0.0|0.0|9.0|56.0|3.0|1.0|0.0|0.0|1.0|1.0|0.0|2.0|1.0|*6H574/D83219|False|1
694|Bobby Murcer|29.0|26.0|17.0|32.0|29.8|30.9|58.1|1908.0|6730.0|972.0|1862.0|252.0|1043.0|127.0|862.0|0.277|0.357|0.445|0.802|124.0||||||||| |||||*9*8HD756/4|False|1
695|Gene Tenace|7.0|30.0|15.0|46.8|35.0|40.9|44.2|1555.0|4390.0|653.0|1060.0|201.0|674.0|36.0|984.0|0.241|0.388|0.429|0.817|136.0||||||||| |||||*2*3H/594D7|False|1
696|Don Money|12.0|16.0|16.0|36.5|27.6|32.1|55.7|1720.0|6215.0|798.0|1623.0|176.0|729.0|80.0|600.0|0.261|0.328|0.406|0.734|106.0||||||||| |||||*54D63H7|False|1
697|Richie Zisk|21.0|20.0|13.0|25.0|22.0|23.5|53.4|1453.0|5144.0|681.0|1477.0|207.0|792.0|8.0|533.0|0.287|0.353|0.466|0.818|127.0||||||||| |||||*9*D*7H|False|1
698|Jon Matlack|35.0|19.0|13.0|39.4|36.9|38.2|61.4|204.0|441.0|32.0|57.0|0.0|23.0|0.0|57.0|0.129|0.23|0.136|0.366|7.0|125.0|126.0|3.18|114.0|1.233|361.0|318.0|3.0|2363.0|2276.0|161.0|638.0|1516.0|*1/H|False|1
699|Bill Robinson|11.0|10.0|16.0|7.5|10.3|8.9|53.4|1472.0|4364.0|536.0|1127.0|166.0|641.0|71.0|263.0|0.258|0.3|0.438|0.738|104.0||||||||| |||||*7*98H35|False|1
700|Bake McBride|17.0|18.0|11.0|22.6|22.4|22.5|56.7|1071.0|3853.0|548.0|1153.0|63.0|430.0|183.0|248.0|0.299|0.345|0.42|0.765|109.0||||||||| |||||*9*8H/D7|False|1
701|Rudy May|22.0|19.0|16.0|20.4|17.6|19.0|61.4|243.0|341.0|12.0|42.0|0.0|14.0|0.0|22.0|0.123|0.18|0.15|0.33|-4.0|152.0|156.0|3.46|102.0|1.248|535.0|360.0|12.0|2622.0|2314.0|199.0|958.0|1760.0|*1/H|False|1
702|Dave Goltz|12.0|8.0|12.0|23.1|25.4|24.2|61.4|83.0|94.0|1.0|10.0|0.0|7.0|0.0|10.0|0.106|0.2|0.106|0.306|-10.0|113.0|109.0|3.69|105.0|1.348|353.0|264.0|8.0|2039.2|2104.0|149.0|646.0|1105.0|*1/HD|False|1
703|Cesar Geronimo|20.0|8.0|15.0|13.0|13.4|13.2|58.1|1522.0|3780.0|460.0|977.0|51.0|392.0|82.0|354.0|0.258|0.325|0.368|0.693|93.0||||||||| |||||*8H97/D|False|1
704|Woodie Fryman|7.0|13.0|18.0|17.0|17.8|17.4|61.4|564.0|609.0|22.0|84.0|2.0|25.0|1.0|14.0|0.138|0.158|0.158|0.316|-11.0|141.0|155.0|3.77|96.0|1.351|625.0|322.0|58.0|2411.1|2367.0|187.0|890.0|1587.0|*1|False|1
705|Joe Ferguson|5.0|25.0|14.0|21.0|19.6|20.3|44.2|1013.0|3001.0|407.0|719.0|122.0|445.0|22.0|562.0|0.24|0.358|0.409|0.767|116.0||||||||| |||||*29H/73|False|1
706|Terry Crowley|0.0|7.0|15.0|2.4|3.5|2.9|56.7|865.0|1518.0|174.0|379.0|42.0|229.0|3.0|222.0|0.25|0.345|0.375|0.72|104.0||||||||| |||||*HD93/7|False|1
