|player|hof_monitor|hof_standard|experience|WAR_career|WAR_peak7|JAWS|JAWS_pos|G|AB|R|H|HR|RBI|SB|BB|batting_avg|onbase_perc|slugging_perc|onbase_plus_slugging|onbase_plus_slugging_plus|W|L|earned_run_avg|earned_run_avg_plus|whip|G_p|GS|SV|IP|H_p|HR_p|BB_p|SO_p|pos_summary|is_in_hof|years_on_ballot
1052|Sandy Alomar|49.0|24.0|20.0|13.7|13.1|13.4|44.2|1377.0|4530.0|520.0|1236.0|112.0|588.0|25.0|212.0|0.273|0.309|0.406|0.716|86.0||||||||| |||||*2H/D3|False|1
1053|Julio Franco|58.0|42.0|23.0|43.6|30.8|37.2|57.1|2527.0|8677.0|1285.0|2586.0|173.0|1194.0|281.0|917.0|0.298|0.365|0.417|0.782|111.0||||||||| |||||*6*4*3*D*H/579|False|1
1054|David Wells|87.0|40.0|21.0|53.5|31.4|42.4|61.4|86.0|178.0|8.0|23.0|0.0|5.0|0.0|3.0|0.129|0.148|0.14|0.289|-22.0|239.0|157.0|4.13|108.0|1.266|660.0|489.0|13.0|3439.0|3635.0|407.0|719.0|2201.0|*1|False|1
1055|Steve Finley|72.0|36.0|19.0|44.2|32.0|38.1|58.1|2583.0|9397.0|1443.0|2548.0|304.0|1167.0|320.0|844.0|0.271|0.332|0.442|0.775|104.0|0.0|0.0|0.0||1.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|*89H7/D1|False|1
1056|Shawn Green|62.0|33.0|15.0|34.7|31.5|33.1|56.7|1951.0|7082.0|1129.0|2003.0|328.0|1070.0|162.0|744.0|0.283|0.355|0.494|0.85|120.0||||||||| |||||*93H87D|False|1
1057|Aaron Sele|21.0|15.0|15.0|20.1|19.1|19.6|61.4|72.0|58.0|5.0|9.0|0.0|1.0|0.0|3.0|0.155|0.197|0.19|0.386|1.0|148.0|112.0|4.61|100.0|1.491|404.0|352.0|0.0|2153.0|2413.0|225.0|798.0|1407.0|*1|False|1
1058|Rondell White|6.0|17.0|15.0|28.2|22.5|25.3|53.4|1474.0|5357.0|756.0|1519.0|198.0|768.0|94.0|360.0|0.284|0.336|0.462|0.799|108.0||||||||| |||||*7*8DH|False|1
1059|Woody Williams|17.0|14.0|15.0|30.2|21.9|26.1|61.4|271.0|540.0|52.0|105.0|4.0|43.0|1.0|17.0|0.194|0.222|0.267|0.489|29.0|132.0|116.0|4.19|103.0|1.321|424.0|330.0|0.0|2216.1|2217.0|309.0|711.0|1480.0|*1/H|False|1
1060|Todd Walker|10.0|22.0|12.0|10.5|9.9|10.2|57.1|1288.0|4554.0|647.0|1316.0|107.0|545.0|66.0|421.0|0.289|0.348|0.435|0.783|98.0||||||||| |||||*4H53D/76|False|1
1061|Mike Stanton|62.0|7.0|19.0|14.3|15.5|14.9|32.5|639.0|24.0|3.0|8.0|0.0|3.0|0.0|1.0|0.333|0.36|0.375|0.735|96.0|68.0|63.0|3.92|112.0|1.352|1178.0|1.0|84.0|1114.0|1086.0|93.0|420.0|895.0|*1|False|1
1062|Reggie Sanders|18.0|27.0|17.0|39.8|26.7|33.3|56.7|1777.0|6241.0|1037.0|1666.0|305.0|983.0|304.0|674.0|0.267|0.343|0.487|0.83|115.0||||||||| |||||*9*78H/D|False|1
1063|Jose Mesa|106.0|1.0|19.0|11.4|12.8|12.1|32.5|480.0|2.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.333|0.0|0.333|-3.0|80.0|109.0|4.36|100.0|1.472|1022.0|95.0|321.0|1548.2|1629.0|151.0|651.0|1038.0|*1/H|False|1
1064|Ryan Klesko|24.0|26.0|16.0|26.7|21.7|24.2|53.8|1736.0|5611.0|874.0|1564.0|278.0|987.0|91.0|817.0|0.279|0.37|0.5|0.87|128.0||||||||| |||||*7*3H9/D|False|1
1065|Roberto Hernandez|86.0|7.0|17.0|18.5|18.4|18.5|32.5|322.0|2.0|0.0|1.0|0.0|0.0|0.0|0.0|0.5|0.5|0.5|1.0|166.0|67.0|71.0|3.45|131.0|1.367|1010.0|3.0|326.0|1071.1|1002.0|96.0|462.0|945.0|*1|False|1
1066|Jeff Conine|22.0|23.0|17.0|19.5|17.8|18.7|53.4|2024.0|6957.0|870.0|1982.0|214.0|1071.0|54.0|671.0|0.285|0.347|0.443|0.789|107.0||||||||| |||||*3*7H9D5|False|1
1067|Royce Clayton|24.0|23.0|17.0|19.5|17.5|18.5|55.4|2108.0|7379.0|935.0|1904.0|110.0|723.0|231.0|565.0|0.258|0.312|0.367|0.679|78.0||||||||| |||||*6H/5D|False|1
1068|Jeff Cirillo|37.0|23.0|14.0|34.5|30.5|32.5|55.7|1617.0|5396.0|800.0|1598.0|112.0|727.0|63.0|563.0|0.296|0.366|0.43|0.796|102.0|0.0|0.0|0.0||2.0|1.0|0.0|0.0|1.0|0.0|0.0|2.0|1.0|*5H34D/671|False|1
1069|Greg Maddux|254.0|70.0|23.0|106.6|56.3|81.4|61.4|737.0|1591.0|103.0|272.0|5.0|84.0|11.0|34.0|0.171|0.191|0.205|0.395|5.0|355.0|227.0|3.16|132.0|1.143|744.0|740.0|0.0|5008.1|4726.0|353.0|999.0|3371.0|*1/H|True|1
1070|Tom Glavine|177.0|52.0|22.0|80.7|44.1|62.4|61.4|688.0|1323.0|93.0|246.0|1.0|90.0|1.0|101.0|0.186|0.244|0.21|0.454|22.0|305.0|203.0|3.54|118.0|1.314|682.0|682.0|0.0|4413.1|4298.0|356.0|1500.0|2607.0|*1/H|True|1
1071|Frank Thomas|194.0|60.0|19.0|73.8|45.4|59.6|53.8|2322.0|8199.0|1494.0|2468.0|521.0|1704.0|32.0|1667.0|0.301|0.419|0.555|0.974|156.0||||||||| |||||*D*3H|True|1
1072|Mike Mussina|121.0|54.0|18.0|82.8|44.5|63.6|61.4|22.0|52.0|3.0|9.0|0.0|5.0|0.0|1.0|0.173|0.189|0.192|0.381|1.0|270.0|153.0|3.68|123.0|1.192|537.0|536.0|0.0|3562.2|3460.0|376.0|785.0|2813.0|*1|True|6
1073|Jeff Kent|123.0|51.0|17.0|55.4|35.8|45.6|57.1|2298.0|8498.0|1320.0|2461.0|377.0|1518.0|94.0|801.0|0.29|0.356|0.5|0.855|123.0||||||||| |||||*453H/D6|False|9
1074|Moises Alou|81.0|44.0|17.0|39.9|27.6|33.7|53.4|1942.0|7037.0|1109.0|2134.0|332.0|1287.0|106.0|737.0|0.303|0.369|0.516|0.885|128.0||||||||| |||||*7*98H/D|False|1
1075|Hideo Nomo|24.0|14.0|12.0|20.9|22.7|21.8|61.4|233.0|485.0|22.0|65.0|4.0|26.0|0.0|13.0|0.134|0.156|0.192|0.348|-7.0|123.0|109.0|4.24|97.0|1.354|323.0|318.0|0.0|1976.1|1768.0|251.0|908.0|1918.0|*1/H|False|1
1076|Luis Gonzalez|103.0|48.0|19.0|51.6|33.8|42.7|53.4|2591.0|9157.0|1412.0|2591.0|354.0|1439.0|128.0|1155.0|0.283|0.367|0.479|0.845|119.0||||||||| |||||*7H/D9835|False|1
1077|Eric Gagne|37.0|17.0|10.0|11.7|11.8|11.8|32.5|337.0|86.0|5.0|12.0|1.0|3.0|0.0|1.0|0.14|0.149|0.221|0.37|-4.0|33.0|26.0|3.47|119.0|1.156|402.0|48.0|187.0|643.2|518.0|76.0|226.0|718.0|*1|False|1
1078|J.T. Snow|16.0|16.0|16.0|11.1|12.8|11.9|53.8|1716.0|5641.0|798.0|1509.0|189.0|877.0|20.0|760.0|0.268|0.357|0.427|0.784|105.0||||||||| |||||*3H/D|False|1
1079|Jacque Jones|9.0|12.0|10.0|11.6|13.2|12.4|53.4|1302.0|4594.0|632.0|1272.0|165.0|630.0|82.0|314.0|0.277|0.326|0.448|0.775|98.0||||||||| |||||*9*78HD|False|1
1080|Kenny Rogers|65.0|29.0|20.0|50.5|35.2|42.8|61.4|35.0|66.0|5.0|9.0|0.0|4.0|1.0|4.0|0.136|0.186|0.182|0.368|-4.0|219.0|156.0|4.27|107.0|1.403|762.0|474.0|28.0|3302.2|3457.0|339.0|1175.0|1968.0|*1/H|False|1
1081|Armando Benitez|61.0|14.0|15.0|17.3|16.3|16.8|32.5|513.0|8.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|-100.0|40.0|47.0|3.13|140.0|1.217|762.0|0.0|289.0|779.0|545.0|95.0|403.0|946.0|*1|False|1
1082|Richie Sexson|46.0|21.0|12.0|18.0|18.9|18.5|53.8|1367.0|4928.0|748.0|1286.0|306.0|943.0|14.0|588.0|0.261|0.344|0.507|0.851|120.0||||||||| |||||*37DH/9|False|1
1083|Ray Durham|64.0|33.0|14.0|33.8|25.9|29.9|57.1|1975.0|7408.0|1249.0|2054.0|192.0|875.0|273.0|820.0|0.277|0.352|0.436|0.788|104.0||||||||| |||||*4HD/8|False|1
1084|Todd Jones|77.0|3.0|16.0|10.3|11.0|10.7|32.5|471.0|19.0|1.0|4.0|0.0|0.0|0.0|1.0|0.211|0.25|0.263|0.513|36.0|58.0|63.0|3.97|111.0|1.413|982.0|1.0|319.0|1072.0|1072.0|93.0|443.0|868.0|*1|False|1
1085|Sean Casey|39.0|19.0|12.0|16.5|16.4|16.4|53.8|1405.0|5066.0|690.0|1531.0|130.0|735.0|18.0|477.0|0.302|0.367|0.447|0.814|109.0||||||||| |||||*3HD|False|1
1086|Mike Timlin|46.0|8.0|18.0|19.0|13.6|16.3|32.5|194.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-100.0|75.0|73.0|3.63|125.0|1.283|1058.0|4.0|141.0|1204.1|1168.0|118.0|377.0|872.0|*1|False|1
1087|Paul Lo Duca|21.0|26.0|11.0|17.8|18.6|18.2|44.2|1082.0|3892.0|483.0|1112.0|80.0|481.0|20.0|266.0|0.286|0.337|0.409|0.746|97.0||||||||| |||||*23H7/D95|False|1
1088|Randy Johnson|331.0|65.0|22.0|101.1|61.5|81.3|61.4|273.0|625.0|20.0|78.0|1.0|40.0|0.0|19.0|0.125|0.153|0.152|0.305|-22.0|303.0|166.0|3.29|135.0|1.171|618.0|603.0|2.0|4135.1|3346.0|411.0|1497.0|4875.0|*1/7|True|1
1089|Pedro Martinez|206.0|60.0|18.0|83.9|58.2|71.1|61.4|277.0|434.0|22.0|43.0|0.0|18.0|0.0|15.0|0.099|0.134|0.122|0.256|-32.0|219.0|100.0|2.93|154.0|1.054|476.0|409.0|3.0|2827.1|2221.0|239.0|760.0|3154.0|*1|True|1
1090|John Smoltz|162.0|44.0|21.0|69.0|38.7|53.9|61.4|709.0|948.0|77.0|151.0|5.0|61.0|3.0|79.0|0.159|0.226|0.207|0.433|16.0|213.0|155.0|3.33|125.0|1.176|723.0|481.0|154.0|3473.0|3074.0|288.0|1010.0|3084.0|*1/H|True|1
1091|Gary Sheffield|158.0|61.0|22.0|60.5|38.0|49.3|56.7|2576.0|9217.0|1636.0|2689.0|509.0|1676.0|253.0|1475.0|0.292|0.393|0.514|0.907|140.0||||||||| |||||*9*7*5*D6H/3|False|8
1092|Nomar Garciaparra|113.0|41.0|14.0|44.3|43.1|43.7|55.4|1434.0|5586.0|927.0|1747.0|229.0|936.0|95.0|403.0|0.313|0.361|0.521|0.882|124.0||||||||| |||||*635H/D4|False|2
1093|Carlos Delgado|110.0|44.0|17.0|44.4|34.5|39.4|53.8|2035.0|7283.0|1241.0|2038.0|473.0|1512.0|14.0|1109.0|0.28|0.383|0.546|0.929|138.0||||||||| |||||*3D7H/2|False|1
1094|Troy Percival|85.0|14.0|14.0|17.0|14.8|15.9|32.5|68.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-100.0|35.0|43.0|3.17|146.0|1.108|703.0|1.0|358.0|708.2|479.0|85.0|306.0|781.0|*1|False|1
1095|Aaron Boone|4.0|14.0|12.0|13.6|15.3|14.4|55.7|1152.0|3871.0|519.0|1017.0|126.0|555.0|107.0|303.0|0.263|0.326|0.425|0.751|94.0||||||||| |||||*53H6/4D|False|1
1096|Tom Gordon|44.0|15.0|21.0|35.0|23.3|29.1|32.5|239.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-100.0|138.0|126.0|3.96|113.0|1.36|890.0|203.0|158.0|2108.0|1889.0|176.0|977.0|1928.0|*1/HD|False|1
1097|Darin Erstad|35.0|14.0|14.0|32.3|28.8|30.6|58.1|1654.0|6024.0|913.0|1697.0|124.0|699.0|179.0|475.0|0.282|0.336|0.407|0.743|93.0||||||||| |||||*3*8*7HD/9|False|1
1098|Jermaine Dye|49.0|25.0|14.0|20.3|23.3|21.8|56.7|1763.0|6487.0|984.0|1779.0|325.0|1072.0|46.0|597.0|0.274|0.338|0.488|0.826|111.0||||||||| |||||*9D/7H836|False|1
1099|Brian Giles|53.0|41.0|15.0|51.1|37.4|44.2|56.7|1847.0|6527.0|1121.0|1897.0|287.0|1078.0|109.0|1183.0|0.291|0.4|0.502|0.902|137.0||||||||| |||||*9*7*8HD|False|1
1100|Jason Schmidt|41.0|18.0|14.0|29.5|27.2|28.3|61.4|309.0|597.0|29.0|63.0|7.0|21.0|0.0|22.0|0.106|0.14|0.156|0.296|-23.0|130.0|96.0|3.96|110.0|1.321|323.0|314.0|0.0|1996.1|1846.0|184.0|792.0|1758.0|*1/H|False|1
1101|Cliff Floyd|23.0|22.0|17.0|25.9|25.1|25.5|53.4|1621.0|5319.0|824.0|1479.0|233.0|865.0|148.0|601.0|0.278|0.358|0.482|0.84|119.0||||||||| |||||*7H9D3/8|False|1
1102|Tony Clark|24.0|16.0|15.0|12.3|15.9|14.1|53.8|1559.0|4532.0|629.0|1188.0|251.0|824.0|6.0|527.0|0.262|0.339|0.485|0.824|112.0||||||||| |||||*3*HD/7|False|1
1103|Rich Aurilia|31.0|20.0|15.0|18.2|16.8|17.5|55.4|1652.0|5721.0|745.0|1576.0|186.0|756.0|23.0|450.0|0.275|0.328|0.433|0.762|99.0||||||||| |||||*635H4/D|False|1
1104|Eddie Guardado|46.0|6.0|17.0|13.2|10.8|12.0|32.5|77.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-100.0|46.0|61.0|4.31|109.0|1.315|908.0|25.0|187.0|944.2|894.0|138.0|348.0|798.0|*1|False|1
1105|Ken Griffey Jr.|235.0|61.0|22.0|83.8|54.0|68.9|58.1|2671.0|9801.0|1662.0|2781.0|630.0|1836.0|184.0|1312.0|0.284|0.37|0.538|0.907|136.0||||||||| |||||*89DH/73|True|1
1106|Trevor Hoffman|159.0|19.0|18.0|28.0|19.4|23.7|32.5|1007.0|34.0|1.0|4.0|0.0|5.0|0.0|0.0|0.118|0.118|0.176|0.294|-22.0|61.0|75.0|2.87|141.0|1.058|1035.0|0.0|601.0|1089.1|846.0|100.0|307.0|1133.0|*1|True|3
1107|Billy Wagner|107.0|24.0|16.0|27.7|19.8|23.7|32.5|810.0|20.0|1.0|2.0|0.0|1.0|0.0|1.0|0.1|0.143|0.1|0.243|-35.0|47.0|40.0|2.31|187.0|0.998|853.0|0.0|422.0|903.0|601.0|82.0|300.0|1196.0|*1|False|7
1108|Jim Edmonds|89.0|39.0|17.0|60.4|42.6|51.5|58.1|2011.0|6858.0|1251.0|1949.0|393.0|1199.0|67.0|998.0|0.284|0.376|0.527|0.903|132.0||||||||| |||||*8H739/D|False|1
1109|Mike Sweeney|49.0|28.0|16.0|24.8|21.8|23.3|53.8|1454.0|5188.0|759.0|1540.0|215.0|909.0|53.0|522.0|0.297|0.366|0.486|0.851|118.0||||||||| |||||*D*32H|False|1
1110|Jason Kendall|108.0|38.0|15.0|41.7|30.4|36.0|44.2|2085.0|7627.0|1030.0|2195.0|75.0|744.0|189.0|721.0|0.288|0.366|0.378|0.744|95.0||||||||| |||||*2H/79D|False|1
1111|David Eckstein|28.0|21.0|10.0|20.9|19.1|20.0|55.4|1311.0|5041.0|701.0|1414.0|35.0|392.0|123.0|376.0|0.28|0.345|0.355|0.701|87.0||||||||| |||||*64HD|False|1
1112|Garret Anderson|74.0|33.0|17.0|25.7|22.8|24.2|53.4|2228.0|8640.0|1084.0|2529.0|287.0|1365.0|80.0|429.0|0.293|0.324|0.461|0.785|102.0||||||||| |||||*7*8D9H|False|1
1113|Randy Winn|20.0|19.0|13.0|27.5|24.6|26.1|58.1|1717.0|6186.0|863.0|1759.0|110.0|662.0|215.0|526.0|0.284|0.343|0.416|0.759|99.0||||||||| |||||*8*9*7H/D5|False|1
1114|Mike Lowell|41.0|23.0|13.0|24.8|23.5|24.1|55.7|1601.0|5813.0|771.0|1619.0|223.0|952.0|30.0|548.0|0.279|0.342|0.464|0.805|108.0||||||||| |||||*5H3D/4|False|1
1115|Mike Hampton|27.0|13.0|16.0|28.2|25.2|26.7|61.4|423.0|725.0|97.0|178.0|16.0|79.0|3.0|47.0|0.246|0.294|0.356|0.65|67.0|148.0|115.0|4.06|107.0|1.442|419.0|355.0|1.0|2268.1|2370.0|200.0|901.0|1387.0|*1/H|False|1
1116|Mark Grudzielanek|49.0|25.0|15.0|26.5|20.7|23.6|57.1|1802.0|7052.0|946.0|2040.0|90.0|640.0|133.0|364.0|0.289|0.332|0.393|0.725|90.0||||||||| |||||*4*6H5/D|False|1
1117|Troy Glaus|59.0|28.0|13.0|38.1|32.9|35.5|55.7|1537.0|5410.0|889.0|1375.0|320.0|950.0|56.0|854.0|0.254|0.358|0.489|0.847|119.0||||||||| |||||*53DH/6|False|1
1118|Luis Castillo|61.0|31.0|15.0|29.1|24.0|26.6|57.1|1720.0|6510.0|1001.0|1889.0|28.0|443.0|370.0|800.0|0.29|0.368|0.351|0.719|92.0||||||||| |||||*4H|False|1
1119|Brad Ausmus|80.0|25.0|18.0|16.5|15.1|15.8|44.2|1971.0|6279.0|718.0|1579.0|80.0|607.0|102.0|634.0|0.251|0.325|0.344|0.669|75.0||||||||| |||||*2H/3456|False|1
1120|Ivan Rodriguez|226.0|59.0|21.0|68.7|39.8|54.3|44.2|2543.0|9592.0|1354.0|2844.0|311.0|1332.0|127.0|513.0|0.296|0.334|0.464|0.798|106.0||||||||| |||||*2HD/34|True|1
1121|Vladimir Guerrero|209.0|59.0|16.0|59.5|41.2|50.3|56.7|2147.0|8155.0|1328.0|2590.0|449.0|1496.0|181.0|737.0|0.318|0.379|0.553|0.931|140.0||||||||| |||||*9*DH/87|True|2
1122|Manny Ramirez|226.0|69.0|19.0|69.3|39.9|54.6|53.4|2302.0|8244.0|1544.0|2574.0|555.0|1831.0|38.0|1329.0|0.312|0.411|0.585|0.996|154.0||||||||| |||||*7*9*DH|False|6
1123|Jorge Posada|98.0|40.0|17.0|42.7|32.6|37.6|44.2|1829.0|6092.0|900.0|1664.0|275.0|1065.0|20.0|936.0|0.273|0.374|0.474|0.848|121.0||||||||| |||||*2DH3/4|False|1
1124|Magglio Ordonez|114.0|42.0|15.0|38.8|32.0|35.4|56.7|1848.0|6978.0|1076.0|2156.0|294.0|1236.0|94.0|651.0|0.309|0.369|0.502|0.871|125.0||||||||| |||||*9DH/8|False|1
1125|Edgar Renteria|109.0|38.0|16.0|32.4|25.7|29.0|55.4|2152.0|8142.0|1200.0|2327.0|140.0|923.0|294.0|718.0|0.286|0.343|0.398|0.741|94.0||||||||| |||||*6H/4D3|False|1
1126|Jason Varitek|54.0|31.0|15.0|24.2|18.8|21.5|44.2|1546.0|5099.0|664.0|1307.0|193.0|757.0|25.0|614.0|0.256|0.341|0.435|0.776|99.0||||||||| |||||*2H/D|False|1
1127|Tim Wakefield|30.0|26.0|19.0|34.4|24.8|29.6|61.4|70.0|111.0|4.0|13.0|1.0|4.0|0.0|3.0|0.117|0.148|0.162|0.31|-16.0|200.0|180.0|4.41|105.0|1.35|627.0|463.0|22.0|3226.1|3152.0|418.0|1205.0|2156.0|*1/H|False|1
1128|Melvin Mora|19.0|19.0|13.0|28.2|26.0|27.1|55.7|1556.0|5422.0|794.0|1503.0|171.0|754.0|93.0|520.0|0.277|0.35|0.431|0.781|105.0||||||||| |||||*5678H4/93D|False|1
1129|Arthur Rhodes|28.0|11.0|20.0|15.2|14.0|14.6|32.5|259.0|6.0|0.0|1.0|0.0|0.0|0.0|0.0|0.167|0.167|0.167|0.333|-11.0|87.0|70.0|4.08|109.0|1.304|900.0|61.0|33.0|1187.2|1033.0|126.0|516.0|1152.0|*1/H|False|1
1130|Derrek Lee|58.0|30.0|15.0|34.6|27.3|30.9|53.8|1942.0|6962.0|1081.0|1959.0|331.0|1078.0|104.0|874.0|0.281|0.365|0.495|0.859|122.0||||||||| |||||*3H/D|False|1
1131|Freddy Sanchez|34.0|11.0|10.0|15.8|16.1|16.0|57.1|904.0|3402.0|434.0|1012.0|48.0|371.0|13.0|180.0|0.297|0.335|0.413|0.748|98.0||||||||| |||||*45H6/D|False|1
1132|Carlos Guillen|30.0|25.0|14.0|27.7|24.2|26.0|55.4|1305.0|4673.0|733.0|1331.0|124.0|660.0|74.0|510.0|0.285|0.355|0.443|0.798|111.0||||||||| |||||*654D37H|False|1
1133|J.D. Drew|20.0|26.0|14.0|44.9|32.1|38.5|56.7|1566.0|5173.0|944.0|1437.0|242.0|795.0|87.0|862.0|0.278|0.384|0.489|0.873|125.0||||||||| |||||*98H7/D|False|1
1134|Mike Cameron|13.0|24.0|17.0|46.7|32.7|39.7|58.1|1955.0|6839.0|1064.0|1700.0|278.0|968.0|297.0|867.0|0.249|0.338|0.444|0.782|106.0||||||||| |||||*89H/D7|False|1
1135|Orlando Cabrera|46.0|25.0|15.0|21.3|20.0|20.7|55.4|1985.0|7562.0|985.0|2055.0|123.0|854.0|216.0|514.0|0.272|0.317|0.39|0.707|84.0||||||||| |||||*64H/5D|False|1
1136|Matt Stairs|9.0|20.0|19.0|14.1|12.9|13.5|56.7|1895.0|5204.0|770.0|1366.0|265.0|899.0|30.0|717.0|0.262|0.356|0.477|0.832|117.0||||||||| |||||*9*H*D37/84|False|1
1137|Pat Burrell|20.0|24.0|12.0|18.9|16.6|17.7|53.4|1640.0|5503.0|767.0|1393.0|292.0|976.0|7.0|932.0|0.253|0.361|0.472|0.834|116.0||||||||| |||||*7DH3/9|False|1
1138|Casey Blake|6.0|15.0|13.0|24.8|22.2|23.5|55.7|1265.0|4500.0|644.0|1186.0|167.0|616.0|36.0|445.0|0.264|0.336|0.442|0.778|107.0||||||||| |||||*593H/D746|False|1
1139|Chipper Jones|181.0|70.0|19.0|85.3|46.8|66.0|55.7|2499.0|8984.0|1619.0|2726.0|468.0|1623.0|150.0|1512.0|0.303|0.401|0.529|0.93|141.0||||||||| |||||*5*7H6/D9|True|1
1140|Jim Thome|156.0|57.0|22.0|73.1|41.5|57.3|53.8|2543.0|8422.0|1583.0|2328.0|612.0|1699.0|19.0|1747.0|0.276|0.402|0.554|0.956|147.0||||||||| |||||*3*D*5H|True|1
1141|Omar Vizquel|120.0|42.0|24.0|45.6|26.8|36.2|55.4|2968.0|10586.0|1445.0|2877.0|80.0|951.0|404.0|1028.0|0.272|0.336|0.352|0.688|82.0||||||||| |||||*65H4/D379|False|5
1142|Scott Rolen|99.0|40.0|17.0|70.1|43.6|56.9|55.7|2038.0|7398.0|1211.0|2077.0|316.0|1287.0|118.0|899.0|0.281|0.364|0.49|0.855|122.0||||||||| |||||*5/H|False|5
1143|Andruw Jones|109.0|34.0|17.0|62.7|46.4|54.6|58.1|2196.0|7599.0|1204.0|1933.0|434.0|1289.0|152.0|891.0|0.254|0.337|0.486|0.823|111.0||||||||| |||||*89H7D/3|False|5
1144|Jamie Moyer|56.0|39.0|25.0|49.8|32.8|41.3|61.4|236.0|400.0|24.0|51.0|0.0|15.0|0.0|35.0|0.128|0.199|0.14|0.339|-8.0|269.0|209.0|4.25|103.0|1.322|696.0|638.0|0.0|4074.0|4231.0|522.0|1155.0|2441.0|*1/H|False|1
1145|Johan Santana|82.0|35.0|12.0|51.7|45.0|48.3|61.4|117.0|248.0|11.0|40.0|1.0|9.0|0.0|9.0|0.161|0.191|0.23|0.421|13.0|139.0|78.0|3.2|136.0|1.132|360.0|284.0|1.0|2025.2|1726.0|220.0|567.0|1988.0|*1|False|1
1146|Johnny Damon|90.0|45.0|18.0|56.3|32.9|44.6|58.1|2490.0|9736.0|1668.0|2769.0|235.0|1139.0|408.0|1003.0|0.284|0.352|0.433|0.785|104.0||||||||| |||||*8*7*D9H/3|False|1
1147|Hideki Matsui|37.0|21.0|10.0|21.2|21.3|21.3|53.4|1236.0|4442.0|656.0|1253.0|175.0|760.0|13.0|547.0|0.282|0.36|0.462|0.822|118.0||||||||| |||||*7*D8H/9|False|1
1148|Kerry Wood|24.0|14.0|14.0|27.6|24.9|26.2|32.5|341.0|346.0|23.0|59.0|7.0|32.0|0.0|11.0|0.171|0.196|0.249|0.444|15.0|86.0|75.0|3.67|117.0|1.267|446.0|178.0|63.0|1380.0|1083.0|148.0|666.0|1582.0|*1/H|False|1
1149|Chris Carpenter|70.0|26.0|15.0|34.2|29.3|31.8|61.4|196.0|439.0|18.0|52.0|2.0|21.0|0.0|12.0|0.118|0.145|0.15|0.296|-21.0|144.0|94.0|3.76|116.0|1.276|350.0|332.0|0.0|2219.1|2205.0|220.0|627.0|1697.0|*1|False|1
1150|Carlos Lee|79.0|35.0|14.0|28.3|23.3|25.8|53.4|2099.0|7983.0|1125.0|2273.0|358.0|1363.0|125.0|655.0|0.285|0.339|0.483|0.821|113.0||||||||| |||||*73D/H|False|1
1151|Liván Hernández|41.0|16.0|17.0|30.0|27.4|28.7|61.4|491.0|973.0|64.0|215.0|10.0|85.0|0.0|10.0|0.221|0.231|0.295|0.526|38.0|178.0|177.0|4.44|95.0|1.44|519.0|474.0|1.0|3189.0|3525.0|362.0|1066.0|1976.0|*1/H|False|1
1152|Kevin Millwood|34.0|20.0|16.0|29.8|24.9|27.3|61.4|241.0|472.0|22.0|57.0|4.0|27.0|0.0|21.0|0.121|0.158|0.178|0.336|-13.0|169.0|152.0|4.11|106.0|1.328|451.0|443.0|0.0|2720.1|2770.0|296.0|843.0|2083.0|*1|False|1
1153|Brad Lidge|48.0|10.0|11.0|7.9|12.1|10.0|32.5|578.0|7.0|0.0|2.0|0.0|2.0|0.0|0.0|0.286|0.286|0.429|0.714|81.0|26.0|32.0|3.54|122.0|1.291|603.0|1.0|225.0|603.1|492.0|57.0|287.0|799.0|*1|False|1
1154|Jason Isringhausen|71.0|7.0|16.0|13.0|12.0|12.5|32.5|500.0|104.0|11.0|21.0|2.0|16.0|0.0|5.0|0.202|0.241|0.317|0.558|48.0|51.0|55.0|3.64|115.0|1.328|724.0|52.0|300.0|1007.2|901.0|85.0|437.0|830.0|*1|False|1
1155|Aubrey Huff|30.0|20.0|13.0|20.5|22.7|21.6|53.8|1681.0|6104.0|806.0|1699.0|242.0|904.0|37.0|571.0|0.278|0.342|0.464|0.806|114.0||||||||| |||||*3*D*59H7/4|False|1
1156|Orlando Hudson|21.0|18.0|11.0|30.9|27.3|29.1|57.1|1345.0|4825.0|648.0|1319.0|93.0|542.0|85.0|483.0|0.273|0.341|0.412|0.752|97.0||||||||| |||||*4H/5D|False|1
1157|Carlos Zambrano|30.0|23.0|12.0|43.9|38.3|41.1|61.4|365.0|693.0|75.0|165.0|24.0|71.0|1.0|10.0|0.238|0.248|0.388|0.636|62.0|132.0|91.0|3.66|120.0|1.331|354.0|302.0|0.0|1959.0|1709.0|161.0|898.0|1637.0|*1H|False|1
1158|Mariano Rivera|214.0|30.0|19.0|56.3|28.7|42.5|32.5|73.0|3.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.25|0.0|0.25|-27.0|82.0|60.0|2.21|205.0|1.0|1115.0|10.0|652.0|1283.2|998.0|71.0|286.0|1173.0|*1|True|1
