|year|player|year_on_ballot|votes|votes_pct|hof_monitor|hof_standard|experience|WAR_career|WAR_peak7|JAWS|JAWS_pos|G|AB|R|H|HR|RBI|SB|BB|batting_avg|onbase_perc|slugging_perc|onbase_plus_slugging|onbase_plus_slugging_plus|W|L|earned_run_avg|earned_run_avg_plus|whip|G_p|GS|SV|IP|H_p|HR_p|BB_p|SO_p|pos_summary
1103|1991|X-Pat Zachry|1st|0|0.0%|10|6|10|10.7|10.5|10.6|61.4|293|318|9|36|0|6|0|14|.113|.150|.113|.263|-25|69|67|3.52|102|1.395|293|154|3|1177.1|1147|88|495|669|1
1104|1991|X-Geoff Zahn|1st|0|0.0%|5|7|13|20.3|20.7|20.5|61.4|48|43|3|6|0|1|0|0|.140|.140|.140|.279|-21|111|109|3.74|107|1.354|304|270|1|1849.0|1978|149|526|705|*1
1105|1991|X-Bruce Kison|1st|0|0.0%|11|15|15|15.1|13.2|14.2|61.4|263|404|31|66|3|31|2|16|.163|.200|.248|.448|24|115|88|3.66|102|1.301|380|246|12|1809.2|1693|150|662|1073|*1/H
1106|1991|X-Steve Rogers|1st|0|0.0%|48|23|13|44.7|36.8|40.8|61.4|406|881|47|122|0|39|1|61|.138|.195|.152|.347|-2|158|152|3.17|116|1.232|399|393|2|2837.2|2619|151|876|1621|*1/H
1107|1991|X-Art Howe|1st|0|0.0%|0|5|11|13.8|14.3|14.1|55.7|891|2626|268|682|43|293|10|275|.260|.329|.379|.708|103||||||||| |||||*54H3/6
1108|1991|X-Larry Gura|1st|0|0.0%|25|17|16|21.4|20.6|21.0|61.4|62|33|1|3|0|1|0|2|.091|.143|.091|.234|-36|126|97|3.76|106|1.280|403|261|14|2047.0|2020|204|600|801|*1/HD
1109|1991|X-Oscar Gamble|1st|0|0.0%|8|17|17|22.9|20.1|21.5|56.7|1584|4502|656|1195|200|666|47|610|.265|.356|.454|.811|127||||||||| |||||*D*9*H78/3
1110|1991|X-Rich Dauer|1st|0|0.0%|8|12|10|14.4|14.2|14.3|57.1|1140|3829|448|984|43|372|6|297|.257|.310|.343|.653|83||||||||| |||||*45H/D3
1111|1991|X-Al Bumbry|1st|0|0.0%|29|15|14|24.5|22.0|23.3|58.1|1496|5053|778|1422|54|402|254|471|.281|.343|.378|.721|104||||||||| |||||*8*7HD9
1112|1991|X-Bob Bailor|1st|0|0.0%|3|1|11|8.9|9.1|9.0|55.4|954|2937|339|775|9|222|90|187|.264|.310|.325|.636|77|0|0|7.71|65|2.143|3|0|0|2.1|4|0|1|0|9645H87/D1
1113|1992|Tom Seaver|1st|425|98.8%|244|66|20|109.9|59.3|84.6|61.4|582|1315|99|202|12|86|4|108|.154|.219|.210|.429|22|311|205|2.86|127|1.121|656|647|1|4783.0|3971|380|1390|3640|*1/H
1114|1992|Rollie Fingers|2nd|349|81.2%|128|18|17|25.6|18.8|22.2|32.5|497|180|10|31|2|9|0|3|.172|.186|.222|.408|17|114|118|2.90|120|1.156|944|37|341|1701.1|1474|123|492|1299|*1/H
1115|1992|Orlando Cepeda HOF|13th|246|57.2%|126|37|17|50.1|34.4|42.3|53.8|2124|7927|1131|2351|379|1365|142|588|.297|.350|.499|.849|133||||||||| |||||*37DH/95
1116|1992|Tony Perez HOF|1st|215|50.0%|81|41|23|54.0|36.5|45.2|53.8|2777|9778|1272|2732|379|1652|49|925|.279|.341|.463|.804|122||||||||| |||||*3*5HD/4
1117|1992|X-Bill Mazeroski HOF|15th|182|42.3%|71|16|17|36.5|26.0|31.3|57.1|2163|7755|769|2016|138|853|27|447|.260|.299|.367|.667|84||||||||| |||||*4H/5
1118|1992|Tony Oliva HOF|11th|175|40.7%|114|29|15|43.0|38.6|40.8|56.7|1676|6301|870|1917|220|947|86|448|.304|.353|.476|.830|131||||||||| |||||*9*DH8/7
1119|1992|Ron Santo HOF|9th|136|31.6%|88|41|15|70.5|53.8|62.1|55.7|2243|8143|1138|2254|342|1331|35|1108|.277|.362|.464|.826|125||||||||| |||||*5D4/H673
1120|1992|Jim Kaat HOF|4th|114|26.5%|130|44|25|50.5|38.1|44.3|61.4|840|1251|117|232|16|106|5|63|.185|.227|.267|.494|37|283|237|3.45|108|1.259|898|625|17|4530.1|4620|395|1083|2461|*1H/D
1121|1992|X-Maury Wills|15th|110|25.6%|104|29|14|39.6|29.6|34.6|55.4|1942|7588|1067|2134|20|458|586|552|.281|.330|.331|.661|88||||||||| |||||*6*5H/4
1122|1992|Ken Boyer|13th|71|16.5%|87|36|15|62.8|46.2|54.5|55.7|2034|7455|1104|2143|282|1141|105|713|.287|.349|.462|.810|116||||||||| |||||*58H36
1123|1992|Dick Allen|9th|69|16.0%|99|39|15|58.7|45.9|52.3|55.7|1749|6332|1099|1848|351|1119|133|894|.292|.378|.534|.912|156||||||||| |||||*3*57H/4D68
1124|1992|Minnie Minoso HOF|8th|69|16.0%|104|37|20|53.8|39.8|46.8|53.4|1948|7059|1227|2113|195|1089|216|848|.299|.387|.461|.848|130||||||||| |||||*759H8/36D
1125|1992|Joe Torre HOF|10th|62|14.4%|96|40|18|57.5|37.2|47.4|53.8|2209|7874|996|2342|252|1185|23|779|.297|.365|.452|.817|129||||||||| |||||*2*3*5H/7
1126|1992|Luis Tiant|5th|50|11.6%|97|41|19|66.1|44.1|55.1|61.4|305|513|36|84|5|44|1|13|.164|.185|.224|.409|17|229|172|3.30|114|1.199|573|484|15|3486.1|3075|346|1104|2416|*1
1127|1992|Mickey Lolich|8th|45|10.5%|99|37|16|48.0|37.8|42.9|61.4|477|821|63|90|0|31|1|105|.110|.215|.121|.335|-2|217|191|3.44|104|1.227|586|496|10|3638.1|3366|347|1099|2832|*1/H
1128|1992|Curt Flood|11th|42|9.8%|59|16|15|41.9|32.7|37.3|58.1|1759|6357|851|1861|85|636|88|444|.293|.342|.389|.732|100||||||||| |||||*8H/5749
1129|1992|Pete Rose|1st|41|9.5%|311|55|24|79.6|44.9|62.3|53.4|3562|14053|2165|4256|160|1314|198|1566|.303|.375|.409|.784|118||||||||| |||||*3*7*5*4*9H8
1130|1992|Bobby Bonds|6th|40|9.3%|66|36|14|57.8|41.1|49.5|56.7|1849|7043|1258|1886|332|1024|461|914|.268|.353|.471|.824|129||||||||| |||||*98D7H
1131|1992|Vada Pinson|11th|36|8.4%|95|36|18|54.2|39.9|47.1|58.1|2469|9645|1365|2757|256|1169|305|574|.286|.327|.442|.769|111||||||||| |||||*8*97H/3D
1132|1992|Thurman Munson|12th|32|7.4%|90|29|11|46.1|37.0|41.6|44.2|1423|5344|696|1558|113|701|48|438|.292|.346|.410|.756|116||||||||| |||||*2DH/9375
1133|1992|Rusty Staub|2nd|26|6.0%|59|38|23|45.8|33.3|39.5|56.7|2951|9720|1189|2716|292|1466|47|1255|.279|.362|.431|.793|124||||||||| |||||*9*D*H*37/8
1134|1992|George Foster|1st|24|5.6%|92|27|18|44.1|36.8|40.5|53.4|1977|7023|986|1925|348|1239|51|666|.274|.338|.480|.818|126||||||||| |||||*789H/D3
1135|1992|Vida Blue|1st|23|5.3%|114|35|17|45.1|38.3|41.7|61.4|273|512|37|53|4|15|0|49|.104|.186|.145|.330|-4|209|161|3.27|108|1.233|502|473|2|3343.1|2939|263|1185|2175|*1/H
1136|1992|X-Bobby Grich|1st|11|2.6%|43|32|17|71.1|46.4|58.7|57.1|2008|6890|1033|1833|224|864|104|1087|.266|.371|.424|.794|125||||||||| |||||*463H5/D
1137|1992|X-Dusty Baker|1st|4|0.9%|25|24|19|37.0|26.2|31.6|53.4|2039|7117|964|1981|242|1013|137|762|.278|.347|.432|.779|116||||||||| |||||*7*8*9H3/D
1138|1992|X-Dave Kingman|1st|3|0.7%|49|23|16|17.4|16.0|16.7|53.4|1941|6677|901|1575|442|1210|85|608|.236|.302|.478|.780|115|0|0|9.00|47|2.250|2|0|0|4.0|3|0|6|4|*3*7*DH59/1
1139|1992|X-Bill Russell|1st|3|0.7%|26|15|18|31.4|21.3|26.4|55.4|2181|7318|796|1926|46|627|167|483|.263|.310|.338|.648|83||||||||| |||||*69H847/5
1140|1992|X-Steve Yeager|1st|2|0.5%|32|23|15|17.9|14.8|16.3|44.2|1269|3584|357|816|102|410|14|342|.228|.298|.355|.653|83||||||||| |||||*2H
1141|1992|X-Cesar Cedeno|1st|2|0.5%|43|28|17|52.9|41.4|47.1|58.1|2006|7310|1084|2087|199|976|550|664|.285|.347|.443|.790|123||||||||| |||||*8397H
1142|1992|X-Dennis Leonard|1st|1|0.2%|39|21|12|25.7|24.0|24.8|61.4|3|0|0|0|0|0|0|0||||||144|106|3.70|107|1.262|312|302|1|2187.0|2137|202|622|1323|*1/D
1143|1992|X-Toby Harrah|1st|1|0.2%|21|33|17|51.5|35.4|43.5|55.7|2155|7402|1115|1954|195|918|238|1153|.264|.365|.395|.760|114||||||||| |||||*5*64H/D9
1144|1992|X-Ben Oglivie|1st|0|0.0%|32|18|16|26.4|23.4|24.9|53.4|1754|5913|784|1615|235|901|87|560|.273|.336|.450|.786|118||||||||| |||||*7*9HD3/8
1145|1992|X-Garry Maddox|1st|0|0.0%|25|16|15|36.8|30.4|33.6|58.1|1749|6331|777|1802|117|754|248|323|.285|.320|.413|.733|101||||||||| |||||*8H/79
1146|1992|X-Gorman Thomas|1st|0|0.0%|35|16|13|19.8|21.4|20.6|58.1|1436|4677|681|1051|268|782|50|697|.225|.324|.448|.772|114||||||||| |||||*8D9H7/35
1147|1992|X-Ken Forsch|1st|0|0.0%|9|14|16|26.0|21.1|23.5|61.4|421|383|16|52|0|17|1|16|.136|.170|.151|.322|-7|114|113|3.37|106|1.249|521|241|51|2127.1|2071|155|586|1047|*1
1148|1992|X-Pete Vuckovich|1st|0|0.0%|24|12|11|16.4|17.1|16.8|61.4|111|208|15|33|0|13|1|3|.159|.169|.192|.361|-1|93|69|3.66|104|1.374|286|186|10|1455.1|1454|107|545|882|1
1149|1992|X-John Denny|1st|0|0.0%|25|13|13|32.2|29.6|30.9|61.4|270|570|44|97|0|29|9|19|.170|.197|.193|.390|9|123|108|3.59|105|1.336|325|322|0|2148.2|2093|137|778|1146|*1/H
1150|1993|Reggie Jackson|1st|396|93.6%|171|54|21|74.0|46.8|60.4|56.7|2820|9864|1551|2584|563|1702|228|1375|.262|.356|.490|.846|139||||||||| |||||*9*D8H/7
1151|1993|Phil Niekro HOF|1st|278|65.7%|157|52|24|95.9|54.3|75.1|61.4|742|1537|80|260|7|109|0|17|.169|.183|.211|.395|8|318|274|3.35|115|1.268|864|716|29|5404.0|5044|482|1809|3342|*1/H
1152|1993|Orlando Cepeda HOF|14th|252|59.6%|126|37|17|50.1|34.4|42.3|53.8|2124|7927|1131|2351|379|1365|142|588|.297|.350|.499|.849|133||||||||| |||||*37DH/95
1153|1993|Tony Perez HOF|2nd|233|55.1%|81|41|23|54.0|36.5|45.2|53.8|2777|9778|1272|2732|379|1652|49|925|.279|.341|.463|.804|122||||||||| |||||*3*5HD/4
1154|1993|Steve Garvey|1st|176|41.6%|131|32|19|38.0|28.7|33.3|53.8|2332|8835|1143|2599|272|1308|83|479|.294|.329|.446|.775|117||||||||| |||||*35H/749
1155|1993|Tony Oliva HOF|12th|157|37.1%|114|29|15|43.0|38.6|40.8|56.7|1676|6301|870|1917|220|947|86|448|.304|.353|.476|.830|131||||||||| |||||*9*DH8/7
1156|1993|Ron Santo HOF|10th|155|36.6%|88|41|15|70.5|53.8|62.1|55.7|2243|8143|1138|2254|342|1331|35|1108|.277|.362|.464|.826|125||||||||| |||||*5D4/H673
1157|1993|Jim Kaat HOF|5th|125|29.6%|130|44|25|50.5|38.1|44.3|61.4|840|1251|117|232|16|106|5|63|.185|.227|.267|.494|37|283|237|3.45|108|1.259|898|625|17|4530.1|4620|395|1083|2461|*1H/D
1158|1993|Dick Allen|10th|70|16.5%|99|39|15|58.7|45.9|52.3|55.7|1749|6332|1099|1848|351|1119|133|894|.292|.378|.534|.912|156||||||||| |||||*3*57H/4D68
1159|1993|Ken Boyer|14th|69|16.3%|87|36|15|62.8|46.2|54.5|55.7|2034|7455|1104|2143|282|1141|105|713|.287|.349|.462|.810|116||||||||| |||||*58H36
1160|1993|Minnie Minoso HOF|9th|67|15.8%|104|37|20|53.8|39.8|46.8|53.4|1948|7059|1227|2113|195|1089|216|848|.299|.387|.461|.848|130||||||||| |||||*759H8/36D
1161|1993|Joe Torre HOF|11th|63|14.9%|96|40|18|57.5|37.2|47.4|53.8|2209|7874|996|2342|252|1185|23|779|.297|.365|.452|.817|129||||||||| |||||*2*3*5H/7
1162|1993|Luis Tiant|6th|62|14.7%|97|41|19|66.1|44.1|55.1|61.4|305|513|36|84|5|44|1|13|.164|.185|.224|.409|17|229|172|3.30|114|1.199|573|484|15|3486.1|3075|346|1104|2416|*1
1163|1993|Bobby Bonds|7th|45|10.6%|66|36|14|57.8|41.1|49.5|56.7|1849|7043|1258|1886|332|1024|461|914|.268|.353|.471|.824|129||||||||| |||||*98D7H
1164|1993|Mickey Lolich|9th|43|10.2%|99|37|16|48.0|37.8|42.9|61.4|477|821|63|90|0|31|1|105|.110|.215|.121|.335|-2|217|191|3.44|104|1.227|586|496|10|3638.1|3366|347|1099|2832|*1/H
1165|1993|Thurman Munson|13th|40|9.5%|90|29|11|46.1|37.0|41.6|44.2|1423|5344|696|1558|113|701|48|438|.292|.346|.410|.756|116||||||||| |||||*2DH/9375
1166|1993|Vada Pinson|12th|38|9.0%|95|36|18|54.2|39.9|47.1|58.1|2469|9645|1365|2757|256|1169|305|574|.286|.327|.442|.769|111||||||||| |||||*8*97H/3D
1167|1993|Vida Blue|2nd|37|8.7%|114|35|17|45.1|38.3|41.7|61.4|273|512|37|53|4|15|0|49|.104|.186|.145|.330|-4|209|161|3.27|108|1.233|502|473|2|3343.1|2939|263|1185|2175|*1/H
1168|1993|Curt Flood|12th|36|8.5%|59|16|15|41.9|32.7|37.3|58.1|1759|6357|851|1861|85|636|88|444|.293|.342|.389|.732|100||||||||| |||||*8H/5749
1169|1993|Rusty Staub|3rd|32|7.6%|59|38|23|45.8|33.3|39.5|56.7|2951|9720|1189|2716|292|1466|47|1255|.279|.362|.431|.793|124||||||||| |||||*9*D*H*37/8
1170|1993|George Foster|2nd|29|6.9%|92|27|18|44.1|36.8|40.5|53.4|1977|7023|986|1925|348|1239|51|666|.274|.338|.480|.818|126||||||||| |||||*789H/D3
1171|1993|X-Bill Madlock|1st|19|4.5%|69|31|15|38.2|28.4|33.3|55.7|1806|6594|920|2008|163|860|174|605|.305|.365|.442|.807|123||||||||| |||||*54HD3
1172|1993|Pete Rose|2nd|14|3.3%|311|55|24|79.6|44.9|62.3|53.4|3562|14053|2165|4256|160|1314|198|1566|.303|.375|.409|.784|118||||||||| |||||*3*7*5*4*9H8
1173|1993|X-Ron Cey|1st|8|1.9%|36|29|17|53.8|37.0|45.4|55.7|2073|7162|977|1868|316|1139|24|1012|.261|.354|.445|.799|121||||||||| |||||*5HD/3
1174|1993|X-Davey Lopes|1st|2|0.5%|33|26|16|42.4|30.2|36.3|57.1|1812|6354|1023|1671|155|614|557|833|.263|.349|.388|.737|107||||||||| |||||*4H8795/D6
1175|1993|X-Doug DeCinces|1st|2|0.5%|13|20|15|41.7|31.4|36.5|55.7|1649|5809|778|1505|237|879|58|618|.259|.329|.445|.774|115||||||||| |||||*5H4/D367
1176|1993|X-Andre Thornton|1st|2|0.5%|18|19|14|24.1|23.2|23.7|53.8|1565|5291|792|1342|253|895|48|876|.254|.360|.452|.811|123||||||||| |||||*D*3H/95
1177|1993|X-Bill Campbell|1st|1|0.2%|29|11|15|12.4|13.2|12.8|32.5|264|26|2|4|0|2|0|4|.154|.267|.154|.421|19|83|68|3.54|111|1.329|700|9|126|1229.1|1139|82|495|864|*1
1178|1993|X-Gary Matthews|1st|0|0.0%|20|29|16|30.4|22.3|26.3|53.4|2033|7147|1083|2011|234|978|183|940|.281|.364|.439|.802|118||||||||| |||||*7*9HD
1179|1993|X-Hal McRae|1st|0|0.0%|49|24|19|27.9|24.2|26.1|53.4|2084|7218|940|2091|191|1097|109|648|.290|.351|.454|.805|123||||||||| |||||*D*7H98/54
1180|1993|X-Cecil Cooper|1st|0|0.0%|96|28|17|36.0|30.0|33.0|53.8|1896|7349|1012|2192|241|1125|89|448|.298|.337|.466|.803|121||||||||| |||||*3*DH
1181|1993|X-Darrell Porter|1st|0|0.0%|63|31|17|40.9|29.1|35.0|44.2|1782|5539|765|1369|188|826|39|905|.247|.354|.409|.763|113||||||||| |||||*2HD/3
1182|1993|X-Rick Burleson|1st|0|0.0%|20|17|13|22.9|21.3|22.1|55.4|1346|5139|656|1401|50|449|72|420|.273|.328|.361|.689|87||||||||| |||||*64DH/5
1183|1994|Steve Carlton|1st|436|95.6%|266|58|24|90.2|54.3|72.2|61.4|699|1719|123|346|13|140|2|41|.201|.223|.259|.482|33|329|244|3.22|115|1.247|741|709|2|5217.2|4672|414|1833|4136|*1/H
1184|1994|X-Orlando Cepeda HOF|15th|335|73.5%|126|37|17|50.1|34.4|42.3|53.8|2124|7927|1131|2351|379|1365|142|588|.297|.350|.499|.849|133||||||||| |||||*37DH/95
1185|1994|Phil Niekro HOF|2nd|273|59.9%|157|52|24|95.9|54.3|75.1|61.4|742|1537|80|260|7|109|0|17|.169|.183|.211|.395|8|318|274|3.35|115|1.268|864|716|29|5404.0|5044|482|1809|3342|*1/H
1186|1994|Tony Perez HOF|3rd|263|57.7%|81|41|23|54.0|36.5|45.2|53.8|2777|9778|1272|2732|379|1652|49|925|.279|.341|.463|.804|122||||||||| |||||*3*5HD/4
1187|1994|Don Sutton HOF|1st|259|56.8%|149|58|23|66.7|33.9|50.3|61.4|611|1354|64|195|0|64|1|60|.144|.183|.157|.340|-2|324|256|3.26|108|1.142|774|756|5|5282.1|4692|472|1343|3574|*1/H
1188|1994|Steve Garvey|2nd|166|36.4%|131|32|19|38.0|28.7|33.3|53.8|2332|8835|1143|2599|272|1308|83|479|.294|.329|.446|.775|117||||||||| |||||*35H/749
1189|1994|Tony Oliva HOF|13th|158|34.6%|114|29|15|43.0|38.6|40.8|56.7|1676|6301|870|1917|220|947|86|448|.304|.353|.476|.830|131||||||||| |||||*9*DH8/7
1190|1994|Ron Santo HOF|11th|150|32.9%|88|41|15|70.5|53.8|62.1|55.7|2243|8143|1138|2254|342|1331|35|1108|.277|.362|.464|.826|125||||||||| |||||*5D4/H673
1191|1994|Bruce Sutter HOF|1st|109|23.9%|79|17|12|24.0|24.3|24.2|32.5|661|102|6|9|0|6|1|7|.088|.153|.088|.241|-33|68|71|2.83|136|1.140|661|0|300|1042.0|879|77|309|861|*1
1192|1994|Jim Kaat HOF|6th|98|21.5%|130|44|25|50.5|38.1|44.3|61.4|840|1251|117|232|16|106|5|63|.185|.227|.267|.494|37|283|237|3.45|108|1.259|898|625|17|4530.1|4620|395|1083|2461|*1H/D
1193|1994|Dick Allen|11th|66|14.5%|99|39|15|58.7|45.9|52.3|55.7|1749|6332|1099|1848|351|1119|133|894|.292|.378|.534|.912|156||||||||| |||||*3*57H/4D68
1194|1994|X-Ken Boyer|15th|54|11.8%|87|36|15|62.8|46.2|54.5|55.7|2034|7455|1104|2143|282|1141|105|713|.287|.349|.462|.810|116||||||||| |||||*58H36
1195|1994|Joe Torre HOF|12th|53|11.6%|96|40|18|57.5|37.2|47.4|53.8|2209|7874|996|2342|252|1185|23|779|.297|.365|.452|.817|129||||||||| |||||*2*3*5H/7
1196|1994|Vada Pinson|13th|46|10.1%|95|36|18|54.2|39.9|47.1|58.1|2469|9645|1365|2757|256|1169|305|574|.286|.327|.442|.769|111||||||||| |||||*8*97H/3D
1197|1994|Minnie Minoso HOF|10th|45|9.9%|104|37|20|53.8|39.8|46.8|53.4|1948|7059|1227|2113|195|1089|216|848|.299|.387|.461|.848|130||||||||| |||||*759H8/36D
1198|1994|Luis Tiant|7th|42|9.2%|97|41|19|66.1|44.1|55.1|61.4|305|513|36|84|5|44|1|13|.164|.185|.224|.409|17|229|172|3.30|114|1.199|573|484|15|3486.1|3075|346|1104|2416|*1
1199|1994|Curt Flood|13th|39|8.6%|59|16|15|41.9|32.7|37.3|58.1|1759|6357|851|1861|85|636|88|444|.293|.342|.389|.732|100||||||||| |||||*8H/5749
1200|1994|Graig Nettles|1st|38|8.3%|63|31|22|68.0|42.4|55.2|55.7|2700|8986|1193|2225|390|1314|32|1088|.248|.329|.421|.750|110||||||||| |||||*5H7/39D68
1201|1994|Bobby Bonds|8th|37|8.1%|66|36|14|57.8|41.1|49.5|56.7|1849|7043|1258|1886|332|1024|461|914|.268|.353|.471|.824|129||||||||| |||||*98D7H
1202|1994|Rusty Staub|4th|36|7.9%|59|38|23|45.8|33.3|39.5|56.7|2951|9720|1189|2716|292|1466|47|1255|.279|.362|.431|.793|124||||||||| |||||*9*D*H*37/8
1203|1994|Dave Concepcion|1st|31|6.8%|107|29|19|40.1|29.9|35.0|55.4|2488|8723|993|2326|101|950|321|736|.267|.322|.357|.679|88|0|0|0.00||1.500|1|0|0|1.1|2|0|0|1|*6H453/81
1204|1994|Thurman Munson|14th|31|6.8%|90|29|11|46.1|37.0|41.6|44.2|1423|5344|696|1558|113|701|48|438|.292|.346|.410|.756|116||||||||| |||||*2DH/9375
1205|1994|Ron Guidry|1st|24|5.3%|107|38|14|47.8|38.0|42.9|61.4|14|0|4|0|0|0|0|0||||||170|91|3.29|119|1.184|368|323|4|2392.0|2198|226|633|1778|*1/H8
1206|1994|Mickey Lolich|10th|23|5.0%|99|37|16|48.0|37.8|42.9|61.4|477|821|63|90|0|31|1|105|.110|.215|.121|.335|-2|217|191|3.44|104|1.227|586|496|10|3638.1|3366|347|1099|2832|*1/H
1207|1994|X-Pete Rose|3rd|19|4.2%|311|55|24|79.6|44.9|62.3|53.4|3562|14053|2165|4256|160|1314|198|1566|.303|.375|.409|.784|118||||||||| |||||*3*7*5*4*9H8
1208|1994|X-Ted Simmons HOF|1st|17|3.7%|125|44|21|50.3|34.8|42.6|44.2|2456|8680|1074|2472|248|1389|21|855|.285|.348|.437|.785|118||||||||| |||||*2DH37/59
1209|1994|George Foster|3rd|16|3.5%|92|27|18|44.1|36.8|40.5|53.4|1977|7023|986|1925|348|1239|51|666|.274|.338|.480|.818|126||||||||| |||||*789H/D3
1210|1994|Vida Blue|3rd|14|3.1%|114|35|17|45.1|38.3|41.7|61.4|273|512|37|53|4|15|0|49|.104|.186|.145|.330|-4|209|161|3.27|108|1.233|502|473|2|3343.1|2939|263|1185|2175|*1/H
1211|1994|Don Baylor|1st|12|2.6%|44|30|19|28.5|21.6|25.1|53.4|2292|8198|1236|2135|338|1276|285|805|.260|.342|.436|.777|118||||||||| |||||*D*793H8
1212|1994|X-Joe Niekro|1st|6|1.3%|47|26|22|29.7|21.7|25.7|61.4|646|973|55|152|1|72|1|38|.156|.188|.188|.376|8|221|204|3.59|98|1.319|702|500|16|3584.1|3466|276|1262|1747|*1/H
1213|1994|X-Larry Parrish|1st|2|0.4%|22|18|15|15.6|15.8|15.7|55.7|1891|6792|850|1789|256|992|30|529|.263|.318|.439|.757|107||||||||| |||||*5*9*DH3/746
1214|1994|X-Phil Garner|1st|2|0.4%|17|17|16|29.7|23.4|26.6|57.1|1860|6136|780|1594|109|738|225|564|.260|.323|.389|.711|99||||||||| |||||*4*5H6/D
1215|1994|X-Jose Cruz|1st|2|0.4%|28|28|19|54.4|36.3|45.4|53.4|2353|7917|1036|2251|165|1077|317|898|.284|.354|.420|.774|120||||||||| |||||*7*98H/D3
1216|1994|X-Ray Knight|1st|1|0.2%|20|9|13|13.3|15.9|14.6|55.7|1495|4829|490|1311|84|595|14|343|.271|.321|.390|.711|99||||||||| |||||*5*3HD/4769
1217|1994|X-Scott McGregor|1st|0|0.0%|37|16|13|20.2|20.3|20.3|61.4|1|0|0|0|0|0|0|0||||||138|108|3.99|98|1.291|356|309|5|2140.2|2245|235|518|904|*1/D
1218|1994|X-Bob Horner|1st|0|0.0%|16|22|10|21.8|19.1|20.5|55.7|1020|3777|560|1047|218|685|14|369|.277|.340|.499|.839|127||||||||| |||||*5*3/H
1219|1994|X-George Hendrick|1st|0|0.0%|31|23|18|29.1|24.1|26.6|58.1|2048|7129|941|1980|267|1111|59|567|.278|.329|.446|.775|117||||||||| |||||*9*87H3/D
1220|1994|X-Mario Soto|1st|0|0.0%|27|15|12|25.7|27.0|26.4|61.4|303|530|32|70|1|24|0|11|.132|.152|.166|.318|-12|100|92|3.47|108|1.186|297|224|4|1730.1|1395|172|657|1449|1/H
1221|1994|X-Chris Chambliss|1st|0|0.0%|16|15|17|27.5|20.5|24.0|53.8|2175|7571|912|2109|185|972|40|632|.279|.334|.415|.749|109||||||||| |||||*3H/D
1222|1995|Mike Schmidt|1st|444|96.5%|250|56|18|106.8|58.8|82.8|55.7|2404|8352|1506|2234|548|1595|174|1507|.267|.380|.527|.908|148||||||||| |||||*53H/64
1223|1995|Phil Niekro HOF|3rd|286|62.2%|157|52|24|95.9|54.3|75.1|61.4|742|1537|80|260|7|109|0|17|.169|.183|.211|.395|8|318|274|3.35|115|1.268|864|716|29|5404.0|5044|482|1809|3342|*1/H
1224|1995|Don Sutton HOF|2nd|264|57.4%|149|58|23|66.7|33.9|50.3|61.4|611|1354|64|195|0|64|1|60|.144|.183|.157|.340|-2|324|256|3.26|108|1.142|774|756|5|5282.1|4692|472|1343|3574|*1/H
1225|1995|Tony Perez HOF|4th|259|56.3%|81|41|23|54.0|36.5|45.2|53.8|2777|9778|1272|2732|379|1652|49|925|.279|.341|.463|.804|122||||||||| |||||*3*5HD/4
1226|1995|Steve Garvey|3rd|196|42.6%|131|32|19|38.0|28.7|33.3|53.8|2332|8835|1143|2599|272|1308|83|479|.294|.329|.446|.775|117||||||||| |||||*35H/749
1227|1995|Tony Oliva HOF|14th|149|32.4%|114|29|15|43.0|38.6|40.8|56.7|1676|6301|870|1917|220|947|86|448|.304|.353|.476|.830|131||||||||| |||||*9*DH8/7
1228|1995|Ron Santo HOF|12th|139|30.2%|88|41|15|70.5|53.8|62.1|55.7|2243|8143|1138|2254|342|1331|35|1108|.277|.362|.464|.826|125||||||||| |||||*5D4/H673
1229|1995|Bruce Sutter HOF|2nd|137|29.8%|79|17|12|24.0|24.3|24.2|32.5|661|102|6|9|0|6|1|7|.088|.153|.088|.241|-33|68|71|2.83|136|1.140|661|0|300|1042.0|879|77|309|861|*1
1230|1995|Jim Rice HOF|1st|137|29.8%|147|43|16|47.7|36.4|42.1|53.4|2089|8225|1249|2452|382|1451|58|670|.298|.352|.502|.854|128||||||||| |||||*7*D9/H8
1231|1995|Jim Kaat HOF|7th|100|21.7%|130|44|25|50.5|38.1|44.3|61.4|840|1251|117|232|16|106|5|63|.185|.227|.267|.494|37|283|237|3.45|108|1.259|898|625|17|4530.1|4620|395|1083|2461|*1H/D
1232|1995|Tommy John|1st|98|21.3%|112|44|26|61.6|34.6|48.1|61.4|452|900|43|141|5|54|0|33|.157|.187|.188|.375|7|288|231|3.34|111|1.283|760|700|3|4710.1|4783|302|1259|2245|*1/H
1233|1995|Dick Allen|12th|72|15.7%|99|39|15|58.7|45.9|52.3|55.7|1749|6332|1099|1848|351|1119|133|894|.292|.378|.534|.912|156||||||||| |||||*3*57H/4D68
1234|1995|Minnie Minoso HOF|11th|66|14.3%|104|37|20|53.8|39.8|46.8|53.4|1948|7059|1227|2113|195|1089|216|848|.299|.387|.461|.848|130||||||||| |||||*759H8/36D
1235|1995|Curt Flood|14th|59|12.8%|59|16|15|41.9|32.7|37.3|58.1|1759|6357|851|1861|85|636|88|444|.293|.342|.389|.732|100||||||||| |||||*8H/5749
